crashid,location,severity_rating5,intersection,alcohol_involved,hazmat_involved,hs_collision_type,crash_type,road_sys_code,road_horiz_align_code,road_grade_code,road_surf_code,surf_cond_code,light_cond_code,environ_cond_code,road_median_code,temp_traffic_zone,posted_speed,first_harmful_event,flg_cell_in_use
08-20-2017-A310-2017-02228A,GLOUCESTER-WEST DEPTFORD TWP,4,N,N,N,4,11,1,1,5,2,1,1,1,1,1,65,46,N
08-20-2017-A310-2017-02752A,GLOUCESTER-WEST DEPTFORD TWP,4,N,N,N,4,11,1,1,4,2,1,1,1,1,1,65,46,N
08-20-2017-2017008958,GLOUCESTER-WEST DEPTFORD TWP,4,N,Y,N,2,14,2,1,4,2,1,3,1,5,1,45,21,N
08-20-2017-2017011155,GLOUCESTER-WEST DEPTFORD TWP,5,N,Y,N,1,13,5,2,4,2,1,5,1,5,1,45,22,N
08-20-2017-2017-5310,GLOUCESTER-WEST DEPTFORD TWP,4,N,N,N,7,11,5,1,4,2,2,1,3,5,1,45,60,N
08-20-2017-A310-2017-02088A,GLOUCESTER-WEST DEPTFORD TWP,5,N,Y,N,4,11,1,1,4,2,1,1,1,1,1,65,46,N
08-20-2017-2017001224,GLOUCESTER-WEST DEPTFORD TWP,4,N,N,N,3,10,10,1,4,5,9,6,2,5,1,,1,N
08-20-2017-2017024748,GLOUCESTER-WEST DEPTFORD TWP,5,N,Y,N,1,13,2,1,4,1,1,5,1,3,1,50,22,N
08-21-2017-A310-2017-01081A,GLOUCESTER-WESTVILLE BORO,5,N,N,N,4,11,1,2,4,2,1,7,5,3,1,65,50,N
08-21-2017-2017005528,GLOUCESTER-WESTVILLE BORO,5,N,N,N,1,13,7,1,4,2,1,1,1,5,1,25,22,N
08-22-2017-2017019312,GLOUCESTER-WOODBURY CITY,4,N,Y,N,4,10,5,2,4,2,1,1,1,4,1,25,56,N
08-22-2017-2017017777,GLOUCESTER-WOODBURY CITY,5,Y,Y,N,1,13,2,1,4,2,1,6,1,5,1,30,22,N
08-22-2017-2017013158,GLOUCESTER-WOODBURY CITY,4,N,N,N,2,6,5,1,4,2,1,6,1,4,1,25,26,N
08-22-2017-2017017810,GLOUCESTER-WOODBURY CITY,5,Y,N,N,2,3,2,1,4,2,1,1,1,5,1,30,26,N
08-24-2017-2017007519,GLOUCESTER-WOOLWICH TWP,4,N,N,N,4,4,5,1,4,2,2,1,2,5,1,50,26,N
08-24-2017-2017013900,GLOUCESTER-WOOLWICH TWP,5,Y,N,N,4,3,5,1,4,2,1,1,1,5,1,50,26,N
08-24-2017-2017012111,GLOUCESTER-WOOLWICH TWP,4,N,N,N,2,1,2,1,4,2,1,1,1,5,1,45,26,N
08-24-2017-2017011040,GLOUCESTER-WOOLWICH TWP,5,N,N,N,4,11,5,1,4,2,1,5,1,5,1,45,60,N
08-24-2017-17-004257,GLOUCESTER-WOOLWICH TWP,5,Y,N,N,2,3,5,1,4,2,1,1,1,5,1,50,26,N
08-24-2017-2017011028,GLOUCESTER-WOOLWICH TWP,5,Y,N,N,4,3,2,1,4,2,1,1,1,5,1,45,26,N
09-01-2017-2017-7176,HUDSON-BAYONNE CITY,4,Y,N,N,2,3,7,1,4,2,1,1,5,5,1,25,26,N
09-01-2017-2017-34928,HUDSON-BAYONNE CITY,4,Y,N,N,2,6,7,1,4,2,1,2,1,5,1,25,28,N
09-01-2017-SO-17-003607,HUDSON-BAYONNE CITY,5,Y,N,N,1,13,7,1,4,2,1,7,1,4,1,25,22,N
09-01-2017-SO-17-009608,HUDSON-BAYONNE CITY,4,Y,N,N,2,7,5,,4,2,1,1,1,4,1,25,26,N
09-03-2017-I-2017-015468,HUDSON-GUTTENBERG TOWN,4,N,N,N,1,13,7,1,5,2,1,1,1,4,1,25,22,N
09-03-2017-I-2017-018682,HUDSON-GUTTENBERG TOWN,4,Y,N,N,2,6,5,1,4,2,1,1,1,4,1,25,26,N
09-03-2017-I-2017-020535,HUDSON-GUTTENBERG TOWN,4,Y,N,N,2,3,7,1,5,2,1,1,1,5,1,25,26,N
09-04-2017-17-011205,HUDSON-HARRISON TOWN,4,N,N,N,1,13,9,0,4,2,1,1,1,5,,10,,N
09-05-2017-17-00730,HUDSON-HOBOKEN CITY,5,N,Y,N,1,13,5,1,4,2,2,6,2,4,1,25,22,N
09-06-2017-17-22767,HUDSON-JERSEY CITY,4,N,N,N,4,99,2,1,0,1,1,1,1,4,2,45,12,N
09-06-2017-3154-17,HUDSON-JERSEY CITY,4,N,N,N,2,13,7,1,4,2,3,6,1,5,1,25,26,N
09-06-2017-17-10373,HUDSON-JERSEY CITY,4,N,N,N,2,6,7,1,4,2,1,7,1,5,1,25,28,N
09-06-2017-20951-17,HUDSON-JERSEY CITY,4,Y,N,N,2,3,7,1,4,2,1,3,1,4,5,25,,N
09-06-2017-12090-17,HUDSON-JERSEY CITY,5,Y,N,N,1,13,7,1,4,2,1,1,1,5,1,25,,N
09-06-2017-SO-17-033009,HUDSON-JERSEY CITY,5,Y,N,N,1,13,7,1,4,2,1,1,1,4,1,25,22,N
09-06-2017-17-028740,HUDSON-JERSEY CITY,5,Y,N,N,4,4,2,1,4,2,1,1,1,1,1,25,,N
09-06-2017-17-25040,HUDSON-JERSEY CITY,5,N,N,N,5,14,7,1,4,2,1,1,1,1,1,40,21,N
09-06-2017-17-028865,HUDSON-JERSEY CITY,4,Y,N,N,1,13,7,1,4,2,2,6,2,5,1,25,22,N
09-06-2017-17-040442,HUDSON-JERSEY CITY,5,Y,N,N,2,3,2,1,4,2,1,6,1,3,1,,,N
09-06-2017-14724-17,HUDSON-JERSEY CITY,4,Y,N,N,1,13,7,1,4,2,1,1,1,5,1,25,22,N
09-06-2017-17-15545,HUDSON-JERSEY CITY,5,N,N,N,1,13,2,1,4,2,1,6,1,3,2,45,,N
09-06-2017-17-027294,HUDSON-JERSEY CITY,5,N,N,N,2,4,5,2,5,2,1,6,1,5,1,25,26,N
09-06-2017-17-027770,HUDSON-JERSEY CITY,4,N,Y,N,1,13,7,1,4,2,1,6,1,4,1,25,22,N
09-06-2017-17-8902,HUDSON-JERSEY CITY,5,N,N,N,1,13,7,1,4,2,1,6,1,4,1,25,22,N
09-06-2017-17-8320,HUDSON-JERSEY CITY,4,Y,N,N,7,3,7,1,4,2,1,1,1,5,1,25,26,N
09-06-2017-17-15555,HUDSON-JERSEY CITY,5,Y,N,N,1,13,7,1,4,2,1,1,5,4,1,25,22,N
09-06-2017-17-27880,HUDSON-JERSEY CITY,4,N,N,N,1,13,7,1,4,2,1,6,1,4,1,25,22,N
09-06-2017-17-022644,HUDSON-JERSEY CITY,5,Y,N,N,1,13,2,1,4,2,1,6,1,1,1,45,,N
09-06-2017-17-16214,HUDSON-JERSEY CITY,4,N,N,N,2,1,7,1,4,2,2,1,2,4,1,25,26,N
09-06-2017-17-756,HUDSON-JERSEY CITY,5,N,N,N,1,13,7,1,,2,1,1,1,4,1,25,22,N
09-06-2017-025840-17,HUDSON-JERSEY CITY,5,Y,N,N,1,13,7,1,6,2,1,1,1,5,1,25,,N
09-07-2017-17-28928,HUDSON-KEARNY TOWN,4,Y,N,N,1,13,7,1,4,2,1,7,1,5,1,25,22,N
09-07-2017-17-31429,HUDSON-KEARNY TOWN,5,N,N,N,2,6,7,1,4,2,1,1,1,5,1,25,26,N
09-07-2017-17-9479,HUDSON-KEARNY TOWN,4,N,N,N,7,11,2,3,5,2,1,1,1,1,1,45,,N
09-07-2017-17-27176,HUDSON-KEARNY TOWN,5,N,N,N,1,13,7,1,4,2,2,6,2,5,1,25,22,N
09-07-2017-17-31840,HUDSON-KEARNY TOWN,5,N,N,N,1,13,5,1,4,2,1,6,1,5,1,25,22,N
09-07-2017-17-12923,HUDSON-KEARNY TOWN,4,N,N,N,2,99,5,1,4,2,1,1,1,5,1,25,,N
09-07-2017-17-14281,HUDSON-KEARNY TOWN,4,N,N,N,7,6,5,1,6,2,1,1,5,5,1,25,56,N
09-07-2017-17001770,HUDSON-KEARNY TOWN,4,Y,N,N,2,7,5,1,4,2,2,6,2,5,1,25,26,N
09-07-2017-17-4985,HUDSON-KEARNY TOWN,4,N,N,N,4,4,5,1,4,2,1,6,1,4,1,35,,N
09-08-2017-SO-17-035414,HUDSON-NORTH BERGEN TWP,4,Y,N,N,2,7,5,1,4,2,1,6,1,4,1,25,26,N
09-08-2017-SO-17-031288,HUDSON-NORTH BERGEN TWP,5,Y,N,N,7,11,5,1,4,2,1,1,1,4,1,35,,N
09-08-2017-17064471,HUDSON-NORTH BERGEN TWP,4,Y,N,N,2,6,7,1,4,2,1,6,1,5,1,25,28,N
09-08-2017-17002154,HUDSON-NORTH BERGEN TWP,4,N,N,N,2,3,2,1,4,2,1,1,1,4,1,40,26,N
09-08-2017-17001906,HUDSON-NORTH BERGEN TWP,4,N,N,N,2,6,2,1,4,1,3,1,3,4,1,40,,N
09-09-2017-D030-2017-03281A,HUDSON-SECAUCUS TOWN,5,N,Y,N,7,11,3,1,4,2,1,1,1,1,1,65,26,N
09-09-2017-17-016409,HUDSON-SECAUCUS TOWN,5,N,N,N,1,13,9,1,4,2,1,1,1,5,1,,22,N
09-09-2017-D030-2017-01301A,HUDSON-SECAUCUS TOWN,5,N,N,N,2,2,3,1,4,2,1,1,1,1,1,55,26,N
09-09-2017-17-015230,HUDSON-SECAUCUS TOWN,4,N,N,N,1,13,2,1,4,2,1,6,1,1,1,55,22,N
09-10-2017-17095784,HUDSON-UNION CITY,4,N,Y,N,7,11,5,1,4,2,1,1,1,4,1,25,50,N
09-10-2017-SO-17-032399,HUDSON-UNION CITY,5,Y,N,N,5,13,7,1,4,2,1,6,1,4,1,25,,N
09-10-2017-17055409,HUDSON-UNION CITY,4,Y,N,N,1,13,5,1,4,2,1,1,,5,1,,22,N
09-10-2017-SO-17-024077,HUDSON-UNION CITY,5,Y,N,N,2,7,5,1,4,2,1,1,1,4,5,25,,N
09-10-2017-SO-17-009627,HUDSON-UNION CITY,5,N,N,N,1,13,5,1,4,2,1,6,1,4,1,25,22,N
09-10-2017-SO-17-032403,HUDSON-UNION CITY,4,Y,N,N,5,13,7,1,4,2,1,6,1,5,5,25,21,N
09-11-2017-SO-17-007356,HUDSON-WEEHAWKEN TWP,4,N,N,N,4,4,5,3,6,2,1,6,1,4,1,25,26,N
09-11-2017-17-08-21-024669,HUDSON-WEEHAWKEN TWP,4,Y,N,N,2,7,5,1,4,2,1,1,1,5,1,25,,N
09-12-2017-I-2017-023271,HUDSON-WEST NEW YORK TOWN,4,N,N,N,4,11,7,1,4,2,1,1,1,4,1,35,,N
09-12-2017-I-2017-047466,HUDSON-WEST NEW YORK TOWN,4,N,N,N,2,1,5,,6,2,1,6,1,4,1,25,26,N
09-12-2017-I-2017-020915,HUDSON-WEST NEW YORK TOWN,4,Y,N,N,1,13,7,1,4,2,1,1,1,5,1,25,,N
10-01-2017-C040-2017-00102A,HUNTERDON-ALEXANDRIA TWP,4,N,Y,N,2,7,5,1,7,2,1,7,1,5,1,35,26,N
10-02-2017-B110-2017-01232A,HUNTERDON-BETHLEHEM TWP,4,Y,N,N,4,11,1,1,5,2,3,5,3,1,1,65,46,N
10-02-2017-B110-2017-00652A,HUNTERDON-BETHLEHEM TWP,4,N,N,N,1,13,7,1,4,2,1,1,1,5,1,,26,N
10-03-2017-B110-2017-00281A,HUNTERDON-BLOOMSBURY BORO,5,N,N,N,2,6,1,1,4,2,1,1,1,1,1,65,28,N
10-06-2017-2017016590,HUNTERDON-CLINTON TWP,4,N,Y,N,4,11,2,1,4,2,1,1,1,1,1,50,61,N
10-06-2017-2017028798,HUNTERDON-CLINTON TWP,4,N,N,N,4,11,5,1,6,2,3,1,3,5,1,45,60,N
10-06-2017-2017010782,HUNTERDON-CLINTON TWP,4,N,N,N,4,11,2,3,4,1,1,1,1,1,1,50,46,N
10-07-2017-17184696,HUNTERDON-DELAWARE TWP,4,N,N,N,4,10,5,2,5,2,1,1,1,5,1,35,1,N
10-07-2017-17046833,HUNTERDON-DELAWARE TWP,4,N,N,N,4,11,7,1,4,2,1,5,1,5,1,35,47,N
10-07-2017-17064923,HUNTERDON-DELAWARE TWP,4,N,Y,N,4,11,5,1,5,2,1,1,1,5,1,35,52,N
10-08-2017-C040-2017-00238A,HUNTERDON-EAST AMWELL TWP,5,Y,N,N,2,3,2,1,5,2,1,1,1,5,1,50,26,N
10-10-2017-17099446,HUNTERDON-FRANKLIN TWP,5,Y,N,N,7,3,5,1,6,2,1,1,1,4,,50,26,N
10-12-2017-B150-2017-00087A,HUNTERDON-GLEN GARDNER BORO,5,N,N,N,4,4,2,1,4,2,2,1,2,5,1,50,26,N
10-16-2017-C040-2017-00215A,HUNTERDON-KINGWOOD TWP,4,N,N,N,4,10,2,1,4,2,1,1,1,5,1,50,11,N
10-17-2017-17005452,HUNTERDON-LAMBERTVILLE CITY,4,Y,N,N,1,13,2,1,4,2,1,1,1,5,1,25,22,N
10-17-2017-17002242,HUNTERDON-LAMBERTVILLE CITY,4,N,N,N,1,13,2,1,4,2,1,7,1,2,1,40,,N
10-18-2017-B110-2017-00328A,HUNTERDON-LEBANON BORO,5,Y,N,N,7,3,2,1,4,2,1,1,1,2,1,55,26,N
10-19-2017-17095939,HUNTERDON-LEBANON TWP,4,N,Y,N,4,11,7,1,6,2,2,2,2,5,1,35,60,N
10-19-2017-17088375,HUNTERDON-LEBANON TWP,5,N,N,N,4,11,5,2,4,2,1,1,1,5,1,45,52,N
10-21-2017-17072172,HUNTERDON-RARITAN TWP,4,N,N,N,4,4,7,2,4,2,2,1,2,4,1,35,26,N
10-21-2017-17097136,HUNTERDON-RARITAN TWP,4,Y,N,N,2,3,2,1,4,2,1,1,1,1,1,55,26,N
10-21-2017-17038597,HUNTERDON-RARITAN TWP,4,Y,Y,N,4,5,5,1,6,2,1,1,1,5,1,40,26,N
10-21-2017-17185824,HUNTERDON-RARITAN TWP,5,Y,N,N,1,13,2,1,4,2,2,7,2,1,1,45,22,N
10-22-2017-17196605,HUNTERDON-READINGTON TWP,5,N,Y,N,2,1,2,1,4,2,1,1,1,3,1,55,26,N
10-22-2017-17176921,HUNTERDON-READINGTON TWP,4,N,Y,N,4,11,2,2,4,2,2,7,2,1,1,55,53,N
10-24-2017-17004230,HUNTERDON-TEWKSBURY TWP,4,N,N,N,4,10,5,1,4,2,1,1,1,5,1,50,57,N
10-24-2017-B110-2017-00038A,HUNTERDON-TEWKSBURY TWP,4,N,Y,N,4,10,1,1,4,2,3,1,3,1,1,65,60,N
10-25-2017-B110-2017-00132A,HUNTERDON-UNION TWP,5,N,N,N,1,13,9,,,1,1,5,1,5,1,,22,N
10-26-2017-17100743,HUNTERDON-WEST AMWELL TWP,4,N,N,N,2,7,2,1,4,2,1,1,1,4,1,45,26,N
11-01-2017-17-9859,MERCER-EAST WINDSOR TWP,4,N,N,N,2,14,2,1,4,2,1,1,1,2,1,45,21,N
11-01-2017-17-12764,MERCER-EAST WINDSOR TWP,5,Y,N,N,2,1,2,1,4,2,1,7,1,3,1,55,26,N
11-01-2017-D010-2017-01174A,MERCER-EAST WINDSOR TWP,5,N,N,Y,7,1,3,1,4,2,1,5,1,1,1,65,26,N
11-02-2017-I-2017-021088,MERCER-EWING TWP,4,N,N,N,1,13,5,1,4,2,1,1,1,5,1,40,22,N
11-03-2017-17-25717,MERCER-HAMILTON TWP,4,N,N,N,2,6,7,1,4,2,1,6,1,5,1,25,26,N
11-03-2017-D020-2017-00858A,MERCER-HAMILTON TWP,4,N,N,N,2,1,3,1,4,2,1,1,1,1,1,65,26,N
11-03-2017-1737211,MERCER-HAMILTON TWP,4,Y,N,N,7,3,7,1,4,2,1,1,1,5,1,35,26,N
11-03-2017-17-33709,MERCER-HAMILTON TWP,4,N,N,N,7,11,2,1,4,2,1,6,1,5,1,40,56,N
11-03-2017-17-13680,MERCER-HAMILTON TWP,4,N,N,N,4,11,7,1,4,2,1,1,1,5,1,40,60,N
11-03-2017-17-22060,MERCER-HAMILTON TWP,4,N,N,N,2,3,2,1,4,2,1,1,1,5,1,35,26,N
11-03-2017-17-27378,MERCER-HAMILTON TWP,4,Y,N,N,2,3,5,1,4,2,1,1,1,,,40,26,N
11-03-2017-C060-2017-00486A,MERCER-HAMILTON TWP,5,N,N,N,4,6,1,2,5,2,2,5,2,1,1,65,,N
11-03-2017-17-17195,MERCER-HAMILTON TWP,4,Y,N,N,2,3,5,1,4,2,1,1,1,5,1,40,26,N
11-03-2017-17-43904,MERCER-HAMILTON TWP,4,Y,N,N,2,3,7,1,4,2,1,7,1,5,1,35,26,N
11-03-2017-D020-2017-00147A,MERCER-HAMILTON TWP,5,N,N,N,1,13,3,1,7,2,2,5,5,1,1,65,,N
11-03-2017-17-38480,MERCER-HAMILTON TWP,5,Y,N,N,7,7,2,1,4,2,1,1,1,5,1,40,26,N
11-03-2017-C060-2017-01852A,MERCER-HAMILTON TWP,4,N,Y,N,2,6,1,1,4,2,1,5,1,1,1,65,28,N
11-03-2017-C060-2017-01116A,MERCER-HAMILTON TWP,4,N,N,N,7,11,1,2,4,2,1,1,1,1,1,65,26,N
11-03-2017-C060-2017-02009A,MERCER-HAMILTON TWP,5,N,N,N,2,6,1,1,6,2,1,1,1,1,1,65,28,N
11-03-2017-17-45086,MERCER-HAMILTON TWP,5,N,N,N,1,13,5,1,4,2,1,3,1,5,1,35,22,N
11-03-2017-17-38713,MERCER-HAMILTON TWP,4,N,N,N,7,11,7,1,4,2,1,6,1,5,1,30,56,Y
11-03-2017-17-07326,MERCER-HAMILTON TWP,5,N,N,N,4,11,7,1,4,2,1,7,1,5,1,25,61,N
11-03-2017-C060-2017-02051A,MERCER-HAMILTON TWP,5,N,N,N,4,2,1,1,4,2,1,2,1,1,1,65,26,N
11-03-2017-17-24327,MERCER-HAMILTON TWP,5,N,N,N,1,13,7,1,4,2,1,4,1,5,1,35,26,N
11-03-2017-17-35391,MERCER-HAMILTON TWP,4,N,N,N,2,13,5,1,4,2,1,7,1,5,1,25,22,N
11-03-2017-C060-2017-00308A,MERCER-HAMILTON TWP,4,N,Y,N,7,11,1,1,4,2,1,1,1,1,1,65,46,N
11-03-2017-17-29853,MERCER-HAMILTON TWP,5,N,N,N,1,13,2,1,4,1,1,1,1,3,1,55,22,N
11-03-2017-17-16062,MERCER-HAMILTON TWP,4,N,N,N,7,11,7,1,6,2,1,1,1,5,1,25,56,N
11-03-2017-17-23569,MERCER-HAMILTON TWP,5,Y,N,N,4,11,5,1,,2,2,1,2,5,1,35,,N
11-06-2017-C060-2017-01055A,MERCER-HOPEWELL TWP,5,N,Y,N,4,11,1,2,6,2,2,2,1,3,1,65,69,N
11-06-2017-HT2017-009099,MERCER-HOPEWELL TWP,4,N,N,N,4,11,7,3,4,2,1,1,1,5,1,45,58,N
11-06-2017-HT2017-003998,MERCER-HOPEWELL TWP,4,Y,N,N,2,4,2,3,6,2,1,1,1,5,1,45,26,N
11-06-2017-HT2017-014982,MERCER-HOPEWELL TWP,5,N,N,N,4,13,2,1,4,2,1,1,1,5,1,45,22,N
11-06-2017-HT2017-001284,MERCER-HOPEWELL TWP,4,N,N,N,2,1,2,1,4,2,1,1,1,5,1,45,,N
11-07-2017-17-6987-AC,MERCER-LAWRENCE TWP,5,N,Y,N,1,13,2,1,4,2,1,6,1,1,,55,22,N
11-07-2017-17-6993-AC,MERCER-LAWRENCE TWP,5,N,N,N,7,11,2,1,4,2,1,6,1,1,1,55,60,N
11-07-2017-17-17927-AC,MERCER-LAWRENCE TWP,4,N,Y,N,1,13,7,1,4,2,1,1,5,2,1,45,26,N
11-07-2017-17-21529-AC,MERCER-LAWRENCE TWP,5,N,N,N,1,13,2,1,4,2,1,7,1,1,1,55,,N
11-07-2017-17-3268-AC,MERCER-LAWRENCE TWP,5,N,N,N,4,4,7,1,4,2,1,2,5,5,1,45,26,N
11-07-2017-C060-2017-00325A,MERCER-LAWRENCE TWP,4,N,N,N,4,15,1,3,6,2,2,1,4,1,1,65,,N
11-14-2017-17-30536,MERCER-PRINCETON,5,Y,N,N,1,13,2,1,4,2,1,1,1,5,1,25,22,N
11-14-2017-17-36750,MERCER-PRINCETON,4,Y,N,N,1,13,2,1,4,2,1,7,1,5,1,25,22,N
11-14-2017-17-00473,MERCER-PRINCETON,4,N,N,N,1,13,7,1,4,2,1,1,1,5,1,25,22,N
11-14-2017-17-23441,MERCER-PRINCETON,4,Y,N,N,7,3,7,1,4,2,1,1,1,5,1,25,26,N
11-14-2017-17-35365,MERCER-PRINCETON,4,Y,N,N,7,11,7,1,4,2,1,1,1,5,1,35,56,N
11-14-2017-17-38502,MERCER-PRINCETON,4,Y,N,N,2,1,2,1,4,2,1,7,1,5,1,40,26,N
11-12-2017-C060-2017-01568A,MERCER-ROBBINSVILLE TWP,4,N,Y,N,7,11,1,3,4,2,1,1,5,1,1,65,56,N
11-12-2017-I-2017-026732,MERCER-ROBBINSVILLE TWP,4,N,N,N,4,11,2,1,4,2,2,7,3,3,2,55,60,N
11-12-2017-I-2017-003762,MERCER-ROBBINSVILLE TWP,4,Y,N,N,7,11,7,1,4,2,1,1,1,5,1,20,56,N
11-11-2017-17005394,MERCER-TRENTON CITY,5,Y,Y,N,7,3,7,1,,2,1,3,1,5,1,25,,N
11-11-2017-17002583,MERCER-TRENTON CITY,4,N,Y,N,2,6,5,1,,2,1,6,1,5,1,25,28,N
11-11-2017-17015253,MERCER-TRENTON CITY,5,N,N,N,1,13,7,1,5,2,1,2,5,5,1,25,22,N
11-11-2017-17011358,MERCER-TRENTON CITY,5,N,N,N,1,13,5,1,4,2,1,6,1,5,1,25,22,N
11-11-2017-17009587,MERCER-TRENTON CITY,5,N,N,N,7,11,2,2,,2,1,5,1,2,1,25,,N
11-11-2017-17010262,MERCER-TRENTON CITY,5,Y,N,N,1,13,2,1,4,2,1,6,1,3,1,40,22,N
11-11-2017-17002646,MERCER-TRENTON CITY,5,N,N,N,1,13,5,1,,2,1,6,1,5,1,25,,N
11-11-2017-17002475,MERCER-TRENTON CITY,4,N,N,N,7,11,5,,,2,1,1,1,2,1,25,,N
11-11-2017-17-006607,MERCER-TRENTON CITY,4,N,N,N,7,11,7,,,,,,,,,25,56,N
11-11-2017-17001664,MERCER-TRENTON CITY,4,N,Y,N,7,11,7,1,,2,1,6,1,5,1,25,,N
11-11-2017-17010490,MERCER-TRENTON CITY,5,Y,N,N,7,3,2,1,4,2,2,6,5,2,1,40,26,N
11-11-2017-17000139,MERCER-TRENTON CITY,4,Y,N,N,4,5,7,1,4,2,2,2,5,1,1,35,,N
11-11-2017-17014463,MERCER-TRENTON CITY,5,N,N,N,7,11,9,1,4,1,1,6,1,5,1,,,N
11-13-2017-2017-1813,MERCER-WEST WINDSOR TWP,4,N,Y,N,7,2,2,1,4,2,1,6,1,1,1,55,26,N
11-13-2017-2017-15146,MERCER-WEST WINDSOR TWP,5,N,Y,N,4,1,5,1,4,2,1,1,1,2,1,50,26,N
11-13-2017-2017-2318,MERCER-WEST WINDSOR TWP,5,N,N,N,7,11,7,1,4,2,1,1,1,5,1,25,60,N
11-13-2017-2017-2268,MERCER-WEST WINDSOR TWP,5,N,N,N,4,15,2,1,4,2,1,5,1,1,1,55,,N
11-13-2017-2017-13037,MERCER-WEST WINDSOR TWP,4,Y,N,N,5,14,7,1,4,2,1,1,1,2,1,25,26,N
12-01-2017-I-2017-012739,MIDDLESEX-CARTERET BORO,4,Y,N,N,2,4,7,1,4,2,1,1,1,4,1,45,26,N
12-02-2017-I-2017-002893,MIDDLESEX-CRANBURY TWP,4,N,N,N,4,4,5,3,4,2,2,6,4,5,1,45,26,N
12-02-2017-I-2017-012490,MIDDLESEX-CRANBURY TWP,4,N,Y,N,4,1,2,1,4,1,2,7,1,2,1,55,26,N
12-02-2017-I-2017-012846,MIDDLESEX-CRANBURY TWP,5,N,N,N,4,4,7,1,4,2,1,4,1,5,1,50,26,N
12-02-2017-D010-2017-00716A,MIDDLESEX-CRANBURY TWP,5,N,Y,N,7,1,3,1,5,2,1,1,1,1,1,65,26,N
12-02-2017-I-2017-004083,MIDDLESEX-CRANBURY TWP,4,Y,N,N,1,13,5,1,4,2,1,1,1,5,1,25,22,N
12-02-2017-I-2017-012941,MIDDLESEX-CRANBURY TWP,4,N,N,N,1,13,5,1,5,2,1,1,1,5,1,25,22,N
12-03-2017-17076579,MIDDLESEX-DUNELLEN BORO,4,N,Y,N,1,13,7,1,4,2,1,6,1,5,1,25,22,N
12-04-2017-17-28028,MIDDLESEX-EAST BRUNSWICK TWP,5,Y,N,N,2,3,2,1,4,2,1,2,1,1,1,45,26,N
12-04-2017-17-50370,MIDDLESEX-EAST BRUNSWICK TWP,4,Y,N,N,2,3,7,1,4,2,1,1,1,4,1,35,26,N
12-04-2017-D010-2017-01581A,MIDDLESEX-EAST BRUNSWICK TWP,5,N,N,N,4,1,3,1,4,2,1,7,1,1,1,65,26,N
12-04-2017-17-15781,MIDDLESEX-EAST BRUNSWICK TWP,4,N,Y,N,7,11,2,1,4,2,1,1,1,1,1,45,60,N
12-04-2017-17-33719,MIDDLESEX-EAST BRUNSWICK TWP,4,Y,N,N,2,1,5,1,4,2,1,6,1,4,1,50,26,N
12-04-2017-17-44744,MIDDLESEX-EAST BRUNSWICK TWP,4,N,N,N,3,10,2,1,4,2,1,6,1,1,1,45,,N
12-04-2017-17-63056,MIDDLESEX-EAST BRUNSWICK TWP,4,N,N,N,7,11,5,1,4,2,1,1,1,4,1,35,56,N
12-04-2017-D010-2017-01402A,MIDDLESEX-EAST BRUNSWICK TWP,5,N,Y,N,6,12,3,1,4,2,1,7,1,1,1,65,24,N
12-04-2017-17-70214,MIDDLESEX-EAST BRUNSWICK TWP,4,N,N,N,5,14,7,1,4,2,1,5,1,4,1,40,26,N
12-04-2017-17-70939,MIDDLESEX-EAST BRUNSWICK TWP,5,N,N,N,7,11,5,1,6,2,2,2,1,2,1,50,52,N
12-05-2017-17053354,MIDDLESEX-EDISON TWP,4,N,N,N,2,7,7,1,4,2,1,1,1,5,1,35,26,N
12-05-2017-17066155,MIDDLESEX-EDISON TWP,5,Y,N,N,2,1,2,1,4,2,1,7,1,1,1,50,26,N
12-05-2017-17009112,MIDDLESEX-EDISON TWP,5,N,Y,N,4,13,7,1,4,2,1,6,1,4,1,25,60,N
12-05-2017-B130-2017-01210A,MIDDLESEX-EDISON TWP,4,N,N,N,4,11,2,3,6,1,1,6,1,1,1,55,56,N
12-05-2017-17070770,MIDDLESEX-EDISON TWP,5,Y,N,N,1,13,2,1,4,2,1,6,1,1,1,50,22,N
12-05-2017-17062887,MIDDLESEX-EDISON TWP,4,Y,N,N,7,99,2,1,4,2,2,1,1,1,1,55,26,N
12-05-2017-17027138,MIDDLESEX-EDISON TWP,5,N,N,N,1,13,5,1,6,2,2,3,2,5,1,25,26,N
12-05-2017-17011388,MIDDLESEX-EDISON TWP,4,N,Y,N,7,11,9,1,4,2,2,1,1,5,1,15,69,N
12-05-2017-17024310,MIDDLESEX-EDISON TWP,4,N,N,N,7,11,5,1,7,1,1,6,1,5,1,35,47,N
12-05-2017-B130-2017-04720A,MIDDLESEX-EDISON TWP,5,N,N,N,2,1,2,2,4,2,1,4,1,1,1,55,26,N
12-05-2017-D010-2017-00893A,MIDDLESEX-EDISON TWP,4,N,N,N,4,15,3,1,4,2,1,3,1,1,1,65,19,N
12-05-2017-17049575,MIDDLESEX-EDISON TWP,5,N,N,N,1,13,7,1,5,2,1,1,1,5,1,25,22,N
12-05-2017-17021526,MIDDLESEX-EDISON TWP,5,N,Y,N,7,11,7,2,6,2,1,6,1,5,1,25,56,N
12-05-2017-17058309,MIDDLESEX-EDISON TWP,5,N,N,N,1,13,5,1,5,2,1,6,2,5,1,25,22,N
