crashid,location,severity_rating5,intersection,alcohol_involved,hazmat_involved,hs_collision_type,crash_type,road_sys_code,road_horiz_align_code,road_grade_code,road_surf_code,surf_cond_code,light_cond_code,environ_cond_code,road_median_code,temp_traffic_zone,posted_speed,first_harmful_event,flg_cell_in_use
01-11-2014-2014-00017783,ATLANTIC-GALLOWAY TWP,5,Y,N,N,2,7,2,1,4,2,1,1,1,5,1,50,26,N
01-11-2014-2014-00004476,ATLANTIC-GALLOWAY TWP,5,Y,N,N,4,3,5,1,4,2,2,1,2,5,1,50,26,N
01-11-2014-2014-00001952,ATLANTIC-GALLOWAY TWP,5,N,N,N,1,13,2,0,0,2,1,7,1,5,1,40,22,N
01-11-2014-2014-00005292,ATLANTIC-GALLOWAY TWP,5,N,N,N,4,11,5,1,4,2,1,7,1,5,1,45,5,N
01-11-2014-2014-00018015,ATLANTIC-GALLOWAY TWP,4,N,Y,N,4,11,2,1,4,2,1,5,1,5,1,50,5,N
01-11-2014-2014-00026789,ATLANTIC-GALLOWAY TWP,4,Y,N,N,4,11,2,1,4,2,1,3,1,5,1,50,6,N
01-11-2014-2014-00007401,ATLANTIC-GALLOWAY TWP,5,N,N,N,4,11,5,1,4,2,1,1,1,5,1,50,5,N
01-11-2014-2014-00007823,ATLANTIC-GALLOWAY TWP,4,N,N,N,4,11,9,1,4,2,1,1,1,5,1,50,6,N
01-11-2014-E030-2014-00114A,ATLANTIC-GALLOWAY TWP,5,N,N,N,4,11,3,1,4,2,1,1,1,1,2,45,6,N
01-11-2014-E030-2014-00784A,ATLANTIC-GALLOWAY TWP,5,N,N,N,4,11,3,1,4,2,1,1,1,1,2,45,6,N
01-11-2014-2014-00021358,ATLANTIC-GALLOWAY TWP,4,N,N,N,2,1,7,1,4,2,2,1,2,5,1,40,26,N
01-11-2014-2014-00020819,ATLANTIC-GALLOWAY TWP,4,Y,N,N,2,4,3,1,4,2,1,1,1,5,2,45,26,N
01-11-2014-2014-00017970,ATLANTIC-GALLOWAY TWP,4,Y,N,N,2,7,2,1,4,2,1,6,1,5,1,50,26,N
01-12-2014-2014039227,ATLANTIC-HAMILTON TWP,4,N,N,N,4,11,7,1,4,2,1,1,1,5,1,50,6,N
01-12-2014-2014013148,ATLANTIC-HAMILTON TWP,4,N,N,N,1,13,2,1,4,2,1,1,1,5,1,50,22,N
01-12-2014-2014016310,ATLANTIC-HAMILTON TWP,4,N,Y,N,7,11,2,1,4,2,1,1,1,5,1,50,52,N
01-12-2014-2014043444,ATLANTIC-HAMILTON TWP,5,N,Y,N,4,11,2,1,4,2,1,1,1,5,1,55,5,N
01-12-2014-2014046883,ATLANTIC-HAMILTON TWP,5,N,N,N,1,13,2,1,4,2,1,7,1,2,1,50,22,N
01-12-2014-2014-00019551,ATLANTIC-HAMILTON TWP,5,N,Y,N,1,13,5,1,0,2,1,5,5,5,1,50,22,N
01-12-2014-2014044558,ATLANTIC-HAMILTON TWP,4,N,N,N,1,13,2,1,4,2,1,7,1,3,1,50,22,N
01-12-2014-2014003372,ATLANTIC-HAMILTON TWP,4,N,N,N,7,11,7,1,4,2,1,1,1,5,1,50,52,N
01-12-2014-2014045761,ATLANTIC-HAMILTON TWP,5,N,N,N,1,13,2,1,4,2,1,6,1,3,1,50,,N
01-12-2014-2014010045,ATLANTIC-HAMILTON TWP,4,N,N,N,2,4,2,1,4,2,1,6,1,5,1,50,26,N
01-12-2014-2014028537,ATLANTIC-HAMILTON TWP,4,Y,N,N,7,3,5,1,4,2,1,1,1,5,1,50,26,N
01-12-2014-2014032904,ATLANTIC-HAMILTON TWP,5,N,N,N,4,99,2,1,4,2,1,1,1,4,1,55,7,N
01-12-2014-2014037205,ATLANTIC-HAMILTON TWP,5,N,N,N,2,99,2,1,4,2,1,1,1,5,1,50,26,N
01-12-2014-A160-2014-00331A,ATLANTIC-HAMILTON TWP,5,N,Y,N,4,11,3,1,4,2,1,1,1,3,1,65,6,N
01-13-2014-I-2014-19934,ATLANTIC-HAMMONTON TOWN,4,N,Y,N,2,4,2,1,4,2,1,6,1,5,1,50,26,N
01-13-2014-I-2014-06374,ATLANTIC-HAMMONTON TOWN,4,N,Y,N,1,13,2,1,4,2,1,6,1,5,1,40,22,N
01-13-2014-I-2014-17729,ATLANTIC-HAMMONTON TOWN,4,N,Y,N,4,11,2,0,4,2,1,6,1,5,1,45,6,N
01-13-2014-I-2014-09557,ATLANTIC-HAMMONTON TOWN,4,Y,N,N,4,3,2,1,4,2,1,1,1,5,1,50,26,N
01-13-2014-I-2014-10122,ATLANTIC-HAMMONTON TOWN,4,N,N,N,4,99,2,1,4,2,1,1,1,5,1,25,7,N
01-13-2014-I-2014-20186,ATLANTIC-HAMMONTON TOWN,5,N,N,N,1,13,2,,,,,,,,,50,22,N
01-13-2014-A160-2014-00743A,ATLANTIC-HAMMONTON TOWN,5,N,N,N,4,11,3,1,4,2,1,5,1,3,1,65,5,N
01-13-2014-I-2014-15297,ATLANTIC-HAMMONTON TOWN,4,N,N,N,2,3,5,1,4,2,2,1,2,5,1,45,26,N
01-14-2014-I-2014-05586,ATLANTIC-LINWOOD CITY,4,N,N,N,2,4,2,1,4,2,1,2,1,5,1,40,26,N
01-14-2014-I-2014-07819,ATLANTIC-LINWOOD CITY,4,Y,N,N,7,3,7,1,4,2,1,1,1,5,1,25,26,N
01-17-2014-I-2014-011372,ATLANTIC-MULLICA TWP,4,N,N,N,4,99,5,1,4,2,1,1,1,5,1,45,7,N
01-17-2014-I-2014-055206,ATLANTIC-MULLICA TWP,5,N,N,N,4,11,5,1,4,2,1,2,5,5,1,45,5,N
01-17-2014-I-2014-006834,ATLANTIC-MULLICA TWP,5,N,Y,N,4,11,5,0,0,2,1,1,1,5,1,,5,N
01-17-2014-I-2014-010789,ATLANTIC-MULLICA TWP,4,N,N,N,4,11,7,0,4,2,2,1,5,5,1,45,5,N
01-18-2014-2014/13485,ATLANTIC-NORTHFIELD CITY,5,Y,N,N,1,13,5,1,4,2,1,4,1,5,1,35,22,N
01-19-2014-I-2014-020992,ATLANTIC-PLEASANTVILLE CITY,5,N,N,N,7,4,7,1,4,2,1,1,1,5,1,25,26,N
01-19-2014-I-2014-004954,ATLANTIC-PLEASANTVILLE CITY,5,Y,Y,N,1,13,2,1,4,2,1,6,1,2,1,40,22,N
01-21-2014-I-2014-002331,ATLANTIC-SOMERS POINT CITY,4,Y,N,N,1,13,5,1,4,2,1,6,1,5,1,30,22,N
01-21-2014-I-2014-012065,ATLANTIC-SOMERS POINT CITY,5,Y,N,N,1,13,5,1,4,2,1,7,1,4,1,45,22,N
01-23-2014-A090-2014-00143A,ATLANTIC-WEYMOUTH TWP,4,N,N,N,1,13,5,1,4,2,2,5,4,5,1,50,22,N
01-23-2014-A090-2014-00048A,ATLANTIC-WEYMOUTH TWP,4,Y,N,N,4,3,5,1,4,2,1,1,1,5,1,50,26,N
02-03-2014-14-24296,BERGEN-BERGENFIELD BORO,4,Y,N,N,2,13,5,1,0,2,2,2,2,5,1,25,26,N
02-04-2014-14-09824,BERGEN-BOGOTA BORO,4,N,Y,N,7,11,7,1,4,2,1,6,1,5,1,25,56,N
02-05-2014-14-04550,BERGEN-CARLSTADT BORO,4,N,Y,N,2,3,5,1,4,2,1,6,1,4,1,40,26,N
02-05-2014-14-10449,BERGEN-CARLSTADT BORO,4,N,N,N,4,11,5,1,0,2,1,1,1,5,1,25,5,N
02-05-2014-14-07179,BERGEN-CARLSTADT BORO,5,N,N,N,1,13,2,1,4,2,1,6,1,1,1,40,22,N
02-05-2014-D030-2014-01514A,BERGEN-CARLSTADT BORO,5,N,N,N,2,1,3,1,4,2,1,1,1,1,1,55,26,N
02-06-2014-I-2014-000804,BERGEN-CLIFFSIDE PARK BORO,5,N,N,N,1,13,5,1,4,2,1,1,1,4,1,25,22,N
02-06-2014-I-2014-027990,BERGEN-CLIFFSIDE PARK BORO,5,Y,N,N,1,13,7,1,4,2,1,6,1,4,,25,22,N
02-06-2014-I-2014-005558,BERGEN-CLIFFSIDE PARK BORO,4,Y,N,N,2,13,5,,,2,1,1,1,4,1,25,26,N
02-06-2014-I-2014-005525,BERGEN-CLIFFSIDE PARK BORO,4,Y,Y,N,2,8,5,1,4,2,1,6,1,4,1,25,26,N
02-06-2014-I-2014-008296,BERGEN-CLIFFSIDE PARK BORO,5,N,N,N,1,13,5,1,4,2,1,6,1,4,1,25,22,N
02-06-2014-I-2014-011838,BERGEN-CLIFFSIDE PARK BORO,4,Y,Y,N,2,2,5,0,0,2,2,6,2,4,1,25,26,N
02-06-2014-I-2014-022382,BERGEN-CLIFFSIDE PARK BORO,4,N,N,N,2,6,7,1,4,2,1,1,1,5,1,25,28,N
02-10-2014-14-20612,BERGEN-DUMONT BORO,4,N,Y,N,1,13,5,1,0,2,1,6,1,5,1,25,22,Y
02-12-2014-ER-14-07013,BERGEN-EAST RUTHERFORD BORO,4,N,N,N,2,2,2,1,4,2,1,1,1,1,,40,26,N
02-12-2014-ER-14-11436,BERGEN-EAST RUTHERFORD BORO,5,N,Y,N,1,13,2,1,4,2,1,6,1,2,1,55,22,N
02-12-2014-ER-14-07958,BERGEN-EAST RUTHERFORD BORO,4,N,Y,N,7,11,2,1,4,2,1,6,1,1,1,55,41,N
02-12-2014-ER-14-05960,BERGEN-EAST RUTHERFORD BORO,4,N,N,N,1,13,2,1,4,2,1,1,1,1,1,55,22,N
02-12-2014-B250-2014-00013A,BERGEN-EAST RUTHERFORD BORO,4,N,N,N,4,11,7,0,4,2,1,6,1,5,1,25,5,N
02-12-2014-ER-14-11671,BERGEN-EAST RUTHERFORD BORO,5,N,N,N,1,13,2,1,4,2,1,6,1,1,1,50,22,N
02-13-2014-2014-006333,BERGEN-EDGEWATER BORO,4,N,N,N,2,2,7,1,4,2,1,1,1,4,1,,26,N
02-13-2014-2014-006835,BERGEN-EDGEWATER BORO,4,N,Y,N,2,1,5,1,4,2,1,6,,5,1,35,26,N
02-13-2014-2014-005305,BERGEN-EDGEWATER BORO,5,N,N,N,3,10,9,1,0,2,1,1,1,5,1,25,1,N
02-13-2014-2014-003882,BERGEN-EDGEWATER BORO,5,N,Y,N,5,14,5,0,4,2,2,6,4,4,1,35,21,N
02-11-2014-I-2014-049261,BERGEN-ELMWOOD PARK BORO,4,Y,N,N,2,7,7,1,4,2,2,7,2,4,1,35,26,N
02-11-2014-I-2014-047316,BERGEN-ELMWOOD PARK BORO,5,Y,Y,N,1,13,2,1,4,2,1,6,1,1,1,50,22,N
02-11-2014-B060-2014-00002A,BERGEN-ELMWOOD PARK BORO,4,N,Y,N,2,11,1,1,4,2,1,5,1,1,1,55,26,N
02-14-2014-14-06768,BERGEN-EMERSON BORO,4,Y,N,N,7,11,5,1,4,2,2,7,2,5,1,40,56,N
02-15-2014-I-2014-002161,BERGEN-ENGLEWOOD CITY,4,N,Y,N,4,11,7,1,4,2,1,6,1,4,1,25,5,N
02-15-2014-BC14-020841,BERGEN-ENGLEWOOD CITY,5,N,N,N,1,13,2,1,4,2,1,7,1,1,1,50,22,N
02-15-2014-I-2014-007036,BERGEN-ENGLEWOOD CITY,4,Y,N,N,2,3,7,1,4,1,2,1,2,5,1,25,26,N
02-15-2014-C-2014-002334,BERGEN-ENGLEWOOD CITY,4,N,Y,N,2,6,7,1,4,2,2,1,2,5,1,25,28,Y
02-15-2014-I-2014-025967,BERGEN-ENGLEWOOD CITY,4,Y,N,N,2,3,5,1,4,2,1,1,1,5,1,35,26,N
02-15-2014-I-2014-001173,BERGEN-ENGLEWOOD CITY,5,N,N,N,4,11,7,1,4,2,1,7,1,5,1,40,6,N
02-17-2014-14-21776,BERGEN-FAIR LAWN BORO,5,Y,N,N,1,13,5,1,0,2,1,1,1,5,1,35,22,N
02-17-2014-14-03857,BERGEN-FAIR LAWN BORO,5,N,N,N,4,99,7,1,0,2,1,1,1,5,1,25,11,N
02-17-2014-14-19681,BERGEN-FAIR LAWN BORO,4,N,N,N,1,13,7,1,4,2,2,5,2,5,1,35,22,N
02-18-2014-14-1080-AC,BERGEN-FAIRVIEW BORO,4,N,N,N,2,13,9,1,4,2,1,1,1,5,1,25,26,N
02-18-2014-14-75-AC,BERGEN-FAIRVIEW BORO,4,Y,N,N,2,1,7,1,4,2,3,3,3,5,1,25,26,N
02-19-2014-I-2014-054513,BERGEN-FORT LEE BORO,4,N,N,N,5,14,5,1,0,2,1,3,1,5,1,35,21,N
02-19-2014-I-2014-037355,BERGEN-FORT LEE BORO,4,Y,N,N,4,3,5,1,4,2,1,1,1,5,1,25,26,N
02-20-2014-14-9077,BERGEN-FRANKLIN LAKES BORO,4,N,N,N,4,11,5,1,4,2,1,1,1,4,1,40,6,N
02-20-2014-B060-2014-01549A,BERGEN-FRANKLIN LAKES BORO,4,N,N,N,2,1,1,1,4,2,1,1,1,1,1,65,26,N
02-21-2014-I-2014-002762,BERGEN-GARFIELD CITY,4,Y,N,N,2,3,7,1,4,2,1,1,1,5,1,25,26,N
02-21-2014-I-2014-030166,BERGEN-GARFIELD CITY,4,N,N,N,5,14,5,1,4,2,1,1,1,0,1,25,21,N
02-23-2014-14-36325,BERGEN-HACKENSACK CITY,4,N,N,N,2,13,5,1,4,2,1,6,1,5,1,30,26,N
02-23-2014-BC-14-002436,BERGEN-HACKENSACK CITY,5,N,N,N,1,13,2,1,4,2,1,4,1,3,1,50,22,N
02-23-2014-14-14722,BERGEN-HACKENSACK CITY,4,N,N,N,7,11,9,1,4,2,3,1,1,5,1,10,69,N
02-23-2014-14-44384,BERGEN-HACKENSACK CITY,5,Y,N,N,1,13,5,1,4,2,1,1,1,4,1,35,22,N
02-23-2014-14-13015,BERGEN-HACKENSACK CITY,4,N,N,N,2,1,5,1,4,2,1,1,1,4,1,25,26,N
02-23-2014-14-22028,BERGEN-HACKENSACK CITY,4,N,N,N,2,4,7,1,4,2,1,1,1,4,1,25,26,N
02-23-2014-BC-14-048860,BERGEN-HACKENSACK CITY,4,N,N,N,2,3,2,1,4,2,1,1,1,1,1,50,26,N
02-23-2014-14-24765,BERGEN-HACKENSACK CITY,4,Y,N,N,7,3,5,1,4,2,1,1,1,5,1,30,26,N
02-23-2014-14-89931,BERGEN-HACKENSACK CITY,4,N,N,N,7,11,9,1,4,2,1,1,1,5,1,10,58,N
02-23-2014-BC-14-050065,BERGEN-HACKENSACK CITY,4,N,N,N,2,1,2,1,7,2,1,1,1,1,1,50,26,N
02-23-2014-14-84581,BERGEN-HACKENSACK CITY,5,N,N,N,1,13,5,1,4,2,2,6,2,4,1,40,22,N
02-23-2014-14-67287,BERGEN-HACKENSACK CITY,4,N,N,N,7,11,5,1,4,2,2,6,2,4,1,45,52,N
02-25-2014-I-2014-11163,BERGEN-HASBROUCK HEIGHTS BORO,4,N,N,N,7,11,5,1,4,2,1,1,1,5,1,25,52,N
02-25-2014-I-2014-08005,BERGEN-HASBROUCK HEIGHTS BORO,5,Y,N,N,1,13,5,1,4,2,1,1,1,4,1,25,22,N
02-25-2014-I-2014-15207,BERGEN-HASBROUCK HEIGHTS BORO,4,N,N,N,7,10,2,0,4,2,1,5,1,3,1,50,56,N
02-29-2014-D030-2014-00786A,BERGEN-LEONIA BORO,5,N,N,N,8,13,3,0,0,1,1,1,1,1,1,55,39,N
02-29-2014-29-14-006552,BERGEN-LEONIA BORO,5,Y,N,N,1,13,7,1,4,2,1,1,1,5,1,25,22,N
02-29-2014-29-14-003537,BERGEN-LEONIA BORO,4,N,N,N,1,13,9,1,4,2,2,5,1,5,1,,22,N
02-31-2014-B060201402052A,BERGEN-LODI BORO,5,N,Y,N,2,2,1,1,4,1,1,6,1,1,1,55,26,N
02-31-2014-BC-14-013969,BERGEN-LODI BORO,4,N,N,N,2,13,2,1,0,2,2,6,2,1,1,50,26,N
02-31-2014-2014-000667,BERGEN-LODI BORO,4,N,Y,N,2,13,7,1,4,2,2,6,2,5,1,25,26,N
02-31-2014-2014-007516,BERGEN-LODI BORO,4,N,N,N,7,11,7,1,4,2,2,7,2,5,1,25,52,N
02-31-2014-B060-2014-02052A,BERGEN-LODI BORO,5,N,N,N,2,2,1,1,4,1,1,6,1,1,1,55,26,N
02-31-2014-BC-14-017285,BERGEN-LODI BORO,4,N,Y,N,7,1,2,1,4,2,1,6,1,1,1,50,26,N
02-31-2014-2014-012151,BERGEN-LODI BORO,5,N,N,N,7,11,5,1,4,2,2,6,2,4,1,35,52,N
02-33-2014-B060-2014-01798A,BERGEN-MAHWAH TWP,5,N,N,N,2,2,1,1,0,2,1,1,1,1,1,65,26,N
02-33-2014-14-13538,BERGEN-MAHWAH TWP,5,Y,Y,N,5,14,5,0,0,2,1,1,1,5,1,35,21,N
02-33-2014-14-00465,BERGEN-MAHWAH TWP,4,N,N,N,1,13,9,1,4,2,1,6,1,5,1,,22,N
02-33-2014-14-03595,BERGEN-MAHWAH TWP,4,N,N,N,7,11,2,1,4,2,1,6,1,1,1,55,48,N
02-33-2014-B060-2014-01058A,BERGEN-MAHWAH TWP,4,Y,N,N,2,2,1,0,0,1,1,1,1,1,1,55,26,N
02-34-2014-2014-009470,BERGEN-MAYWOOD BORO,4,Y,Y,N,2,13,5,1,4,2,1,6,1,5,1,55,26,N
02-34-2014-2014-011024,BERGEN-MAYWOOD BORO,4,N,Y,N,1,13,5,1,4,2,1,6,1,5,1,35,22,N
02-35-2014-MP-007820-14,BERGEN-MIDLAND PARK BORO,4,Y,N,N,2,13,5,1,4,2,2,5,2,5,1,35,26,N
02-36-2014-14-244,BERGEN-MONTVALE BORO,4,Y,N,N,5,14,5,1,4,2,2,6,2,5,1,30,21,N
02-37-2014-M-14-68,BERGEN-MOONACHIE BORO,4,N,N,N,1,13,9,1,4,2,2,5,1,5,1,,22,N
02-38-2014-2014-000692,BERGEN-NEW MILFORD BORO,5,N,N,N,1,13,7,1,4,2,1,7,1,5,1,25,22,N
02-39-2014-14-7685,BERGEN-NORTH ARLINGTON BORO,4,N,N,N,4,11,2,1,0,2,1,1,1,5,1,30,5,N
02-39-2014-14-1894,BERGEN-NORTH ARLINGTON BORO,5,N,N,N,1,13,5,1,4,2,1,7,1,5,1,35,22,N
02-42-2014-14-05553,BERGEN-OAKLAND BORO,4,N,N,N,4,11,2,1,0,2,1,1,1,5,1,35,6,N
02-44-2014-14-05963,BERGEN-ORADELL BORO,4,N,N,N,2,4,7,1,4,2,1,1,5,5,1,25,26,N
02-45-2014-I-2014-008554,BERGEN-PALISADES PARK BORO,4,Y,N,N,2,13,2,1,4,2,1,1,1,5,1,35,26,N
02-45-2014-I-2014-006693,BERGEN-PALISADES PARK BORO,4,Y,N,N,2,13,5,1,4,2,1,1,1,5,1,25,26,N
02-45-2014-I-2014-013707,BERGEN-PALISADES PARK BORO,4,Y,N,N,2,7,2,1,4,2,1,1,1,5,1,35,26,N
02-46-2014-I-2014-051188,BERGEN-PARAMUS BORO,5,N,N,N,1,13,5,1,4,2,1,4,1,2,1,40,22,N
02-46-2014-I-2014-001191,BERGEN-PARAMUS BORO,4,Y,N,N,7,11,5,0,4,2,1,1,1,4,1,40,56,N
02-46-2014-I-2014-031766,BERGEN-PARAMUS BORO,5,N,N,N,7,11,2,1,4,2,1,1,1,1,1,50,26,Y
02-46-2014-I-2014-003750,BERGEN-PARAMUS BORO,4,Y,N,N,7,11,5,1,4,2,1,1,1,5,1,30,56,N
02-46-2014-I-2014-051453,BERGEN-PARAMUS BORO,4,N,N,N,4,11,9,1,4,2,1,1,5,5,1,,5,N
02-48-2014-14-08972,BERGEN-RAMSEY BORO,4,N,N,N,4,99,2,1,4,2,1,1,1,1,1,55,13,N
02-48-2014-14-21152A,BERGEN-RAMSEY BORO,4,N,Y,N,4,11,5,0,4,2,1,6,1,5,1,35,6,N
02-48-2014-14-02773,BERGEN-RAMSEY BORO,5,N,N,N,1,13,2,1,0,2,1,6,1,1,1,55,22,N
02-48-2014-14-16631,BERGEN-RAMSEY BORO,5,Y,N,N,1,13,5,1,0,2,1,6,1,5,1,35,22,N
02-49-2014-I-2014-002433,BERGEN-RIDGEFIELD BORO,4,N,N,N,2,13,2,1,4,2,1,6,1,5,1,35,26,N
02-49-2014-I-2014-007177,BERGEN-RIDGEFIELD BORO,5,Y,N,Y,7,11,2,0,0,2,1,6,1,2,1,30,54,N
02-50-2014-D030-2014-02548A,BERGEN-RIDGEFIELD PARK VILLAGE,5,N,N,N,7,11,3,1,4,2,1,4,1,1,1,55,26,N
02-50-2014-2014-16097,BERGEN-RIDGEFIELD PARK VILLAGE,4,N,Y,N,7,11,7,0,4,2,1,6,1,5,1,25,56,N
02-50-2014-2014-07627,BERGEN-RIDGEFIELD PARK VILLAGE,4,Y,N,N,2,1,7,1,4,1,1,6,1,4,1,25,26,N
02-50-2014-2014-10006,BERGEN-RIDGEFIELD PARK VILLAGE,4,N,Y,N,7,11,2,1,4,2,1,1,1,4,2,40,49,N
02-51-2014-I-2014-020228,BERGEN-RIDGEWOOD VILLAGE,4,N,N,N,7,11,9,1,4,2,1,1,1,,,,56,N
02-51-2014-I-2014-005836,BERGEN-RIDGEWOOD VILLAGE,4,Y,N,N,2,3,7,1,4,2,1,1,5,5,1,25,26,N
02-51-2014-I-2014-018073,BERGEN-RIDGEWOOD VILLAGE,4,Y,N,N,1,13,7,1,4,2,1,7,1,5,1,25,22,N
02-51-2014-I-2014-018411,BERGEN-RIDGEWOOD VILLAGE,4,Y,Y,N,7,11,2,0,4,2,1,1,1,5,1,25,56,N
02-52-2014-14-4718,BERGEN-RIVER EDGE BORO,4,Y,N,N,7,11,5,1,4,2,1,7,1,5,1,35,54,N
02-53-2014-2014-001542,BERGEN-RIVER VALE TWP,4,N,N,N,6,12,7,1,4,2,1,1,1,4,1,25,24,N
02-54-2014-2014-011717,BERGEN-ROCHELLE PARK TWP,4,N,N,N,2,1,2,1,4,2,1,6,1,1,1,50,26,N
02-56-2014-14-03367,BERGEN-RUTHERFORD BORO,4,N,N,N,2,13,7,1,4,2,1,7,1,5,1,35,26,N
02-56-2014-14-16929,BERGEN-RUTHERFORD BORO,4,N,N,N,2,7,2,1,0,2,1,1,1,5,1,40,26,N
02-56-2014-14-08526,BERGEN-RUTHERFORD BORO,4,N,N,N,7,11,7,0,0,2,1,1,1,1,2,25,46,N
02-56-2014-14-20002,BERGEN-RUTHERFORD BORO,4,N,N,N,7,11,2,1,4,2,1,1,1,1,2,45,48,N
02-57-2014-14-03897,BERGEN-SADDLE BROOK TWP,4,Y,N,N,2,9,7,1,4,2,1,1,1,5,1,25,26,N
02-57-2014-B060-2014-02861A,BERGEN-SADDLE BROOK TWP,5,N,N,N,4,4,1,1,4,1,1,6,1,1,2,55,26,N
02-57-2014-14-07025,BERGEN-SADDLE BROOK TWP,4,N,N,N,2,1,2,1,4,2,1,1,1,1,1,50,26,N
02-57-2014-14-04029,BERGEN-SADDLE BROOK TWP,4,Y,N,N,2,1,2,1,4,2,1,1,1,1,1,50,26,N
02-60-2014-14-022338,BERGEN-TEANECK TWP,4,Y,N,N,2,7,5,1,4,2,1,1,1,5,1,25,26,N
02-60-2014-PD-14-028428,BERGEN-TEANECK TWP,4,Y,N,N,3,10,7,1,4,2,1,3,1,5,1,25,1,N
02-60-2014-14013203,BERGEN-TEANECK TWP,5,N,Y,N,4,11,5,0,4,2,2,6,2,4,1,40,5,N
02-60-2014-B060-2014-01764A,BERGEN-TEANECK TWP,5,N,N,N,3,2,1,1,7,1,1,6,1,1,1,55,26,N
02-60-2014-B060201401764A,BERGEN-TEANECK TWP,5,N,N,N,3,2,1,1,7,1,1,6,1,1,1,55,26,N
02-60-2014-PD-14-039521,BERGEN-TEANECK TWP,4,N,N,N,7,11,5,0,4,2,2,1,1,,,35,52,N
02-61-2014-A2014-403,BERGEN-TENAFLY BORO,4,N,N,N,1,13,9,1,4,2,2,1,5,5,1,,22,N
02-61-2014-TY-14-04424,BERGEN-TENAFLY BORO,4,N,N,N,2,13,5,1,4,2,1,7,1,5,1,35,26,N
02-63-2014-14-130,BERGEN-UPPER SADDLE RIVER BORO,5,N,N,N,1,13,2,1,0,2,1,5,1,1,1,35,22,N
