crashid,location,severity_rating5,intersection,alcohol_involved,hazmat_involved,hs_collision_type,crash_type,road_sys_code,road_horiz_align_code,road_grade_code,road_surf_code,surf_cond_code,light_cond_code,environ_cond_code,road_median_code,temp_traffic_zone,posted_speed,first_harmful_event,flg_cell_in_use
01-12-2018-2018054669,ATLANTIC-HAMILTON TWP,5,N,N,N,4,11,7,1,4,2,1,7,1,5,1,50,46,N
01-13-2018-18-1845,ATLANTIC-HAMMONTON TOWN,5,N,N,N,9,99,7,1,4,2,1,1,1,5,1,,,N
01-13-2018-I-2018-18201,ATLANTIC-HAMMONTON TOWN,4,N,Y,N,4,4,2,2,4,2,2,6,2,5,1,40,26,N
01-13-2018-A160-2018-00451A,ATLANTIC-HAMMONTON TOWN,4,N,N,N,4,11,3,3,4,2,1,1,1,3,1,25,52,N
01-13-2018-I-2018-15890,ATLANTIC-HAMMONTON TOWN,5,N,N,N,4,99,7,1,7,2,1,1,1,5,1,50,11,N
01-13-2018-I-2018-07594,ATLANTIC-HAMMONTON TOWN,5,N,N,N,1,13,5,1,4,2,1,1,1,5,1,45,22,N
01-13-2018-I-2018-03110,ATLANTIC-HAMMONTON TOWN,5,N,N,N,2,4,2,,,,,,,,,50,26,N
01-13-2018-I-2018-11635,ATLANTIC-HAMMONTON TOWN,5,N,Y,N,4,11,5,3,4,2,1,1,1,5,1,40,56,N
01-13-2018-I-2018-05680,ATLANTIC-HAMMONTON TOWN,5,N,Y,N,4,1,2,1,4,2,1,6,1,5,1,50,26,N
01-16-2018-18-10798,ATLANTIC-MARGATE CITY,4,N,N,N,2,6,7,1,4,2,1,1,1,5,1,25,26,N
01-17-2018-2018004566,ATLANTIC-MULLICA TWP,4,Y,N,N,3,3,2,1,4,2,1,1,1,5,1,50,26,N
01-17-2018-2018010769,ATLANTIC-MULLICA TWP,5,Y,N,N,2,3,5,1,4,2,1,1,1,4,1,45,26,N
01-17-2018-2018008077,ATLANTIC-MULLICA TWP,5,Y,N,N,2,3,2,1,4,2,1,1,1,3,1,55,26,N
01-17-2018-2018007932,ATLANTIC-MULLICA TWP,5,N,N,N,1,13,2,1,4,2,2,7,1,4,1,50,22,N
01-18-2018-2018005742,ATLANTIC-NORTHFIELD CITY,4,Y,N,N,2,1,5,1,4,2,1,1,1,2,1,35,26,N
01-19-2018-I-2018-048496,ATLANTIC-PLEASANTVILLE CITY,5,Y,N,N,1,13,2,1,4,2,2,7,2,2,1,40,22,N
01-19-2018-I-2018-024757,ATLANTIC-PLEASANTVILLE CITY,5,N,N,N,4,11,5,1,5,2,1,1,1,5,1,35,,N
01-19-2018-A160-2018-00526A,ATLANTIC-PLEASANTVILLE CITY,5,N,Y,N,1,13,3,1,4,2,1,6,1,1,1,65,22,N
01-19-2018-I-2018-038627,ATLANTIC-PLEASANTVILLE CITY,5,N,N,N,2,3,2,1,4,2,1,1,1,5,1,35,26,N
01-21-2018-I-2018-002557,ATLANTIC-SOMERS POINT CITY,4,N,Y,N,1,13,7,1,4,2,3,6,3,5,1,25,22,N
01-21-2018-I-2018-012885,ATLANTIC-SOMERS POINT CITY,4,N,N,N,7,6,2,1,6,2,1,1,1,5,1,40,56,N
02-01-2018-18-09898,BERGEN-ALLENDALE BORO,4,Y,N,N,2,3,5,1,5,2,1,1,1,4,1,40,26,N
02-02-2018-PI-18-019581,BERGEN-ALPINE BORO,5,N,N,N,4,11,3,1,4,2,1,1,1,3,1,50,2,N
02-03-2018-18-07406,BERGEN-BERGENFIELD BORO,4,Y,N,N,7,11,5,1,4,2,1,6,1,5,1,25,50,N
02-03-2018-18-40495,BERGEN-BERGENFIELD BORO,4,N,N,N,7,11,7,1,4,2,1,6,1,5,1,25,52,N
02-03-2018-18-40408,BERGEN-BERGENFIELD BORO,4,Y,N,N,2,3,7,1,4,2,2,1,2,5,1,25,26,N
02-03-2018-18-41093,BERGEN-BERGENFIELD BORO,4,Y,N,N,5,14,5,1,4,2,1,1,1,5,1,25,21,N
02-03-2018-18-30991,BERGEN-BERGENFIELD BORO,5,N,N,N,1,13,5,1,4,2,1,1,1,5,1,30,22,N
02-05-2018-D030-2018-02434A,BERGEN-CARLSTADT BORO,5,N,N,N,2,1,3,1,4,2,1,1,1,1,1,65,26,N
02-05-2018-18-13548,BERGEN-CARLSTADT BORO,4,Y,Y,N,7,11,5,2,4,2,1,6,1,5,1,40,56,N
02-05-2018-18-13506,BERGEN-CARLSTADT BORO,4,Y,N,N,2,99,5,1,4,2,2,1,2,1,0,40,,N
02-05-2018-18-12045,BERGEN-CARLSTADT BORO,4,N,N,N,5,14,2,2,6,2,1,5,1,1,1,40,21,N
02-05-2018-18-11980,BERGEN-CARLSTADT BORO,4,Y,N,N,2,7,7,1,4,2,1,1,1,5,1,25,26,N
02-06-2018-I-2018-010263,BERGEN-CLIFFSIDE PARK BORO,4,N,Y,N,2,6,5,1,4,2,1,6,1,,1,25,1,N
02-07-2018-I-2018-009162,BERGEN-CLOSTER BORO,5,N,N,N,4,2,7,1,4,2,1,1,1,5,1,25,26,N
02-07-2018-I-2018-010076,BERGEN-CLOSTER BORO,4,N,N,N,2,3,7,1,4,2,1,1,1,5,1,25,26,N
02-08-2018-18-15537,BERGEN-CRESSKILL BORO,5,Y,N,N,7,11,5,3,4,2,1,6,1,4,1,35,69,N
02-12-2018-ER-18-02234,BERGEN-EAST RUTHERFORD BORO,4,Y,N,N,1,13,5,1,4,2,1,1,1,5,1,25,22,N
02-12-2018-2018-10203,BERGEN-EAST RUTHERFORD BORO,5,N,N,N,7,11,2,,4,5,9,6,1,2,1,55,22,N
02-12-2018-ER-18-05058,BERGEN-EAST RUTHERFORD BORO,4,N,N,N,7,3,7,1,6,2,1,1,1,5,1,25,26,N
02-12-2018-B250-2018-00112A,BERGEN-EAST RUTHERFORD BORO,4,N,N,N,1,13,7,1,4,2,1,1,1,5,1,25,22,N
02-13-2018-2018-012466,BERGEN-EDGEWATER BORO,4,Y,N,N,2,4,5,0,6,2,1,1,1,5,1,35,26,N
02-13-2018-I-2018-011881,BERGEN-EDGEWATER BORO,5,N,N,N,1,13,9,1,4,1,1,1,1,99,1,,26,N
02-13-2018-I-2018-018938,BERGEN-EDGEWATER BORO,4,N,N,N,2,99,5,1,4,2,3,6,3,2,1,35,,N
02-11-2018-I-2018-034492,BERGEN-ELMWOOD PARK BORO,5,N,N,N,1,13,7,1,4,2,2,6,2,2,1,40,22,N
02-11-2018-I-2018-038552,BERGEN-ELMWOOD PARK BORO,5,N,N,N,1,13,7,,4,2,1,,1,2,1,40,22,N
02-11-2018-I-2018-006931,BERGEN-ELMWOOD PARK BORO,5,Y,N,N,1,13,2,1,5,2,1,6,1,1,1,50,22,N
02-11-2018-I-2018-046909,BERGEN-ELMWOOD PARK BORO,5,Y,N,N,1,13,5,1,4,2,2,5,2,5,1,40,22,N
02-14-2018-18-31405,BERGEN-EMERSON BORO,4,N,N,N,4,6,7,1,4,2,1,6,1,5,1,25,,N
02-15-2018-I-2018-025558,BERGEN-ENGLEWOOD CITY,4,N,N,N,1,13,7,1,4,2,1,6,1,5,1,25,26,N
02-15-2018-I-2018-002150,BERGEN-ENGLEWOOD CITY,4,Y,N,N,2,2,5,1,4,2,1,6,1,5,1,40,,N
02-15-2018-I-2018-033769,BERGEN-ENGLEWOOD CITY,4,N,N,N,2,13,7,1,4,2,1,6,1,5,1,25,,N
02-15-2018-D030-2018-03313A,BERGEN-ENGLEWOOD CITY,5,N,N,N,3,1,3,2,4,2,1,6,1,1,1,55,26,N
02-15-2018-I-2018-002901,BERGEN-ENGLEWOOD CITY,4,Y,N,N,5,14,5,1,5,2,2,3,2,5,1,25,26,N
02-15-2018-BS-18-011044,BERGEN-ENGLEWOOD CITY,4,N,Y,N,7,4,2,1,4,2,2,7,1,1,1,50,26,N
02-17-2018-18-17937,BERGEN-FAIR LAWN BORO,4,N,N,N,4,11,2,1,4,1,1,6,1,1,1,40,53,N
02-17-2018-18-07971,BERGEN-FAIR LAWN BORO,5,Y,N,N,2,3,7,1,4,2,1,6,5,5,1,35,26,N
02-17-2018-18-15229,BERGEN-FAIR LAWN BORO,4,Y,N,N,2,7,5,1,4,2,1,6,1,4,1,35,26,N
02-19-2018-I-2018-012258,BERGEN-FORT LEE BORO,4,N,N,N,1,13,7,1,5,2,1,1,1,5,1,25,26,N
02-19-2018-I-2018-072423,BERGEN-FORT LEE BORO,5,N,N,N,1,13,7,1,4,2,1,1,1,5,1,25,26,N
02-19-2018-I-2018-092671,BERGEN-FORT LEE BORO,5,N,N,N,1,13,5,1,5,2,1,6,1,5,1,25,22,N
02-19-2018-I-2018-059868,BERGEN-FORT LEE BORO,4,N,N,N,7,11,2,1,6,2,1,6,1,1,1,45,48,N
02-19-2018-I-2018-054022,BERGEN-FORT LEE BORO,4,N,N,N,4,11,2,3,5,2,1,6,5,3,1,35,46,N
02-20-2018-18-29850,BERGEN-FRANKLIN LAKES BORO,4,N,N,N,2,3,5,1,4,2,1,1,1,5,1,25,26,N
02-20-2018-18-29454,BERGEN-FRANKLIN LAKES BORO,4,N,N,N,7,11,5,2,5,2,4,3,1,5,1,40,52,N
02-20-2018-18-20888,BERGEN-FRANKLIN LAKES BORO,4,Y,N,N,7,3,5,1,4,2,2,1,1,5,1,40,26,N
02-21-2018-I-2018-016950,BERGEN-GARFIELD CITY,4,N,N,N,2,6,7,1,4,2,1,7,1,5,1,25,28,N
02-21-2018-I-2018-015967,BERGEN-GARFIELD CITY,5,N,N,N,5,14,7,1,4,2,1,1,1,5,1,25,26,N
02-21-2018-I-2018-036807,BERGEN-GARFIELD CITY,5,N,N,N,1,13,7,1,4,2,2,1,2,5,1,25,22,N
02-21-2018-I-2018-021795,BERGEN-GARFIELD CITY,4,N,Y,N,4,11,5,1,4,2,1,1,1,5,1,30,52,N
02-23-2018-18-097737,BERGEN-HACKENSACK CITY,4,Y,N,N,2,5,7,1,4,2,2,6,2,5,1,25,26,N
02-23-2018-18-095756,BERGEN-HACKENSACK CITY,4,Y,N,N,2,13,7,1,4,2,2,6,2,5,1,25,,N
02-23-2018-18-097714,BERGEN-HACKENSACK CITY,4,Y,N,N,2,3,5,1,4,2,2,6,1,5,1,45,26,N
02-23-2018-BS-18-070555,BERGEN-HACKENSACK CITY,4,N,N,N,2,1,2,1,4,2,1,1,1,1,1,50,26,N
02-23-2018-BS-18-065772,BERGEN-HACKENSACK CITY,4,N,N,N,2,1,2,1,4,2,1,7,1,3,1,50,26,N
02-23-2018-18-041418,BERGEN-HACKENSACK CITY,4,Y,N,N,2,13,7,1,4,1,1,1,1,4,1,25,,N
02-23-2018-B060-2018-04002A,BERGEN-HACKENSACK CITY,5,N,N,N,7,1,1,1,4,2,1,6,1,1,1,55,26,N
02-25-2018-I-2018-03290,BERGEN-HASBROUCK HEIGHTS BORO,4,Y,N,N,2,4,5,1,4,2,1,1,1,4,1,25,26,N
02-25-2018-I-2018-06199,BERGEN-HASBROUCK HEIGHTS BORO,4,Y,N,N,4,4,5,1,4,2,1,6,1,4,1,25,26,N
02-27-2018-2018-04155,BERGEN-HILLSDALE BORO,5,Y,N,N,7,3,5,1,4,2,2,6,2,5,1,35,26,N
02-27-2018-2018-07628,BERGEN-HILLSDALE BORO,4,N,N,N,7,11,5,2,5,2,2,1,5,5,1,40,50,N
02-28-2018-18-12404,BERGEN-HO HO KUS BORO,4,N,N,N,2,3,5,1,4,2,1,1,1,5,1,35,26,N
02-29-2018-18-03905,BERGEN-LEONIA BORO,4,Y,N,N,2,13,2,1,4,2,2,1,2,5,1,30,,N
02-30-2018-2018-000613,BERGEN-LITTLE FERRY BORO,4,N,N,N,7,11,5,3,4,1,1,1,1,4,,30,99,N
02-30-2018-2018-003845,BERGEN-LITTLE FERRY BORO,4,N,N,N,2,9,2,1,4,2,1,1,1,2,1,40,,N
02-30-2018-2018-013964,BERGEN-LITTLE FERRY BORO,4,Y,N,N,7,3,5,1,4,2,1,1,1,4,1,40,26,N
02-31-2018-B060-2018-00616A,BERGEN-LODI BORO,4,N,N,N,2,15,1,1,4,2,1,1,1,1,1,55,19,N
02-32-2018-18-08914,BERGEN-LYNDHURST TWP,4,N,N,N,1,13,2,1,4,2,1,1,1,5,1,35,26,N
02-32-2018-18-14197,BERGEN-LYNDHURST TWP,4,Y,N,N,1,13,7,1,4,2,1,1,1,5,1,25,26,N
02-32-2018-18-14168,BERGEN-LYNDHURST TWP,4,Y,N,N,2,3,5,1,4,2,1,1,1,4,1,35,26,N
02-32-2018-18-14199,BERGEN-LYNDHURST TWP,4,N,N,N,2,6,5,1,4,2,1,1,1,5,1,25,26,N
02-33-2018-B060-2018-01700A,BERGEN-MAHWAH TWP,4,N,Y,N,7,1,1,1,4,1,1,1,1,1,1,55,26,N
02-33-2018-2018-07655,BERGEN-MAHWAH TWP,4,N,N,N,5,14,5,1,4,2,2,1,1,5,1,35,26,N
02-33-2018-2018-15112,BERGEN-MAHWAH TWP,4,N,N,N,4,11,7,1,4,2,1,1,1,5,1,25,60,N
02-33-2018-B060-2018-04416A,BERGEN-MAHWAH TWP,5,N,N,N,1,13,1,1,4,1,1,6,1,1,1,55,26,N
02-33-2018-B060-2018-04415A,BERGEN-MAHWAH TWP,5,N,N,N,2,2,1,1,4,1,1,6,1,1,1,55,26,N
02-33-2018-B060-2018-01181A,BERGEN-MAHWAH TWP,5,N,Y,N,4,1,1,1,4,2,1,7,1,3,1,65,26,N
02-34-2018-I-2018-000088,BERGEN-MAYWOOD BORO,4,N,Y,N,7,11,5,2,4,2,1,6,1,5,1,35,52,N
02-34-2018-I-2018-002611,BERGEN-MAYWOOD BORO,4,Y,N,N,2,13,5,1,4,2,1,3,1,5,1,30,22,N
02-34-2018-I-2018-000832,BERGEN-MAYWOOD BORO,4,N,Y,N,7,11,7,1,4,2,1,1,1,5,1,25,69,N
02-34-2018-I-2018-005003,BERGEN-MAYWOOD BORO,5,Y,N,N,1,13,7,1,4,2,1,1,1,5,1,25,22,N
02-34-2018-I-2018-011778,BERGEN-MAYWOOD BORO,4,Y,N,N,1,13,7,1,4,2,2,6,2,5,1,25,22,N
02-35-2018-MP-007715-18,BERGEN-MIDLAND PARK BORO,4,N,N,N,4,99,7,1,4,2,1,1,1,5,1,25,9,N
02-38-2018-I-2018-001125,BERGEN-NEW MILFORD BORO,4,Y,N,N,2,4,7,1,4,2,1,6,1,5,1,25,26,N
02-38-2018-I-2018-007470,BERGEN-NEW MILFORD BORO,5,Y,N,N,1,13,5,1,4,2,1,5,1,5,1,25,,N
02-39-2018-18-7655,BERGEN-NORTH ARLINGTON BORO,4,N,N,N,2,3,5,1,4,2,1,1,1,5,,25,,N
02-39-2018-18-2988,BERGEN-NORTH ARLINGTON BORO,4,N,N,N,4,14,2,1,4,2,1,1,1,5,1,35,21,N
02-40-2018-NV-18-05048,BERGEN-NORTHVALE BORO,5,Y,N,N,1,13,5,1,4,2,1,1,1,5,1,35,22,N
02-42-2018-18-06876,BERGEN-OAKLAND BORO,4,Y,N,N,2,3,5,1,6,2,2,7,2,2,1,35,26,N
02-42-2018-18-01180,BERGEN-OAKLAND BORO,5,N,N,N,1,13,9,1,4,2,1,1,1,5,1,,22,N
02-42-2018-18-00902,BERGEN-OAKLAND BORO,5,N,N,N,1,13,9,1,5,2,1,1,1,5,1,,22,N
02-43-2018-18-MV-23,BERGEN-OLD TAPPAN BORO,4,N,N,N,4,11,5,3,4,2,2,1,2,5,1,35,60,N
02-45-2018-I-2018-017743,BERGEN-PALISADES PARK BORO,5,N,Y,N,1,13,9,1,4,2,1,5,1,5,1,25,,N
02-46-2018-I-2018-039454,BERGEN-PARAMUS BORO,4,N,Y,N,2,3,2,1,4,2,1,1,1,1,1,50,26,N
02-46-2018-I-2018-025213,BERGEN-PARAMUS BORO,4,N,N,N,2,14,5,1,4,2,1,1,1,5,1,35,26,N
02-46-2018-I-2018-038292,BERGEN-PARAMUS BORO,4,N,N,N,2,5,5,2,4,2,1,1,1,5,1,40,26,N
02-46-2018-I-2018-024903,BERGEN-PARAMUS BORO,4,Y,N,N,2,3,5,1,4,2,2,1,5,2,1,,26,N
02-46-2018-I-2018-016537,BERGEN-PARAMUS BORO,4,N,N,N,2,13,2,1,4,2,1,6,1,1,1,50,22,N
02-46-2018-I-2018-034892,BERGEN-PARAMUS BORO,4,Y,N,N,2,14,5,1,4,2,1,1,1,5,1,40,26,N
02-46-2018-I-2018-045088,BERGEN-PARAMUS BORO,4,N,Y,N,4,1,2,1,4,2,1,6,1,1,1,50,26,N
02-46-2018-I-2018-032841,BERGEN-PARAMUS BORO,5,N,N,N,7,11,2,1,4,2,1,1,1,1,1,50,99,N
02-46-2018-I-2018-039726,BERGEN-PARAMUS BORO,4,N,N,N,2,4,5,1,4,2,1,1,1,5,1,35,26,N
02-48-2018-18-19399,BERGEN-RAMSEY BORO,4,N,N,N,3,1,2,1,5,2,2,1,2,1,1,55,26,N
02-50-2018-D030-2018-03782A,BERGEN-RIDGEFIELD PARK VILLAGE,5,N,N,N,1,13,3,1,4,2,2,6,2,1,1,55,22,N
02-50-2018-B060-2018-00004A,BERGEN-RIDGEFIELD PARK VILLAGE,4,N,Y,N,4,11,1,1,5,1,1,1,1,2,1,55,47,N
02-51-2018-I-2018-019214,BERGEN-RIDGEWOOD VILLAGE,5,N,Y,N,1,13,7,1,4,2,1,7,1,5,1,25,26,N
02-51-2018-I-2018-018131,BERGEN-RIDGEWOOD VILLAGE,4,N,Y,N,4,11,5,3,6,2,2,6,2,4,1,25,60,N
02-52-2018-2018-05469,BERGEN-RIVER EDGE BORO,4,Y,N,N,1,13,5,1,4,2,1,1,1,1,1,30,22,N
02-52-2018-2018-08796,BERGEN-RIVER EDGE BORO,4,Y,N,N,1,13,7,1,5,2,1,7,1,5,1,25,22,N
02-52-2018-2018-04639,BERGEN-RIVER EDGE BORO,4,N,N,N,1,13,7,1,4,1,1,1,1,5,1,25,22,N
02-53-2018-I-2018-009332,BERGEN-RIVER VALE TWP,4,Y,N,N,7,11,5,1,4,2,1,1,1,5,1,35,60,N
02-54-2018-I-2018-007681,BERGEN-ROCHELLE PARK TWP,4,N,N,N,7,2,2,1,4,2,1,1,1,1,1,50,26,N
02-54-2018-I-2018-007866,BERGEN-ROCHELLE PARK TWP,4,Y,N,N,4,3,5,1,4,2,1,1,1,5,1,30,26,N
02-56-2018-D030-2018-03504A,BERGEN-RUTHERFORD BORO,4,N,N,Y,2,1,3,1,4,2,1,6,1,1,3,45,26,N
02-56-2018-18-00715,BERGEN-RUTHERFORD BORO,4,N,Y,N,2,4,2,1,4,2,2,6,1,1,1,50,26,N
02-56-2018-18-12709,BERGEN-RUTHERFORD BORO,4,N,N,N,2,11,5,1,4,2,2,1,5,4,1,35,26,N
02-56-2018-18-16927,BERGEN-RUTHERFORD BORO,4,N,Y,N,2,13,7,1,4,2,1,7,1,5,1,25,28,N
02-56-2018-18-09494,BERGEN-RUTHERFORD BORO,4,Y,N,N,7,11,5,1,4,2,1,1,1,5,1,25,56,N
02-56-2018-18-26271,BERGEN-RUTHERFORD BORO,4,Y,N,N,2,3,5,1,4,2,2,3,5,5,1,25,26,N
02-56-2018-18-26277,BERGEN-RUTHERFORD BORO,4,N,N,N,2,1,2,1,4,2,2,6,1,1,1,50,26,N
02-56-2018-18-14813,BERGEN-RUTHERFORD BORO,4,N,N,N,2,6,7,1,4,2,1,1,1,5,1,25,28,N
02-57-2018-18-10372,BERGEN-SADDLE BROOK TWP,4,Y,N,N,2,7,5,1,4,2,2,1,2,5,1,25,26,N
02-57-2018-18-02225,BERGEN-SADDLE BROOK TWP,4,Y,Y,N,2,6,9,1,4,2,1,6,1,5,1,,26,N
02-57-2018-18-00947,BERGEN-SADDLE BROOK TWP,4,Y,N,N,7,7,5,1,4,2,1,2,1,5,1,30,26,N
02-57-2018-18-10789,BERGEN-SADDLE BROOK TWP,4,Y,N,N,1,13,5,1,4,2,2,6,2,5,1,30,22,N
02-60-2018-PD-18-002347,BERGEN-TEANECK TWP,4,N,N,N,4,11,5,3,4,2,2,1,3,5,1,40,60,N
02-60-2018-BS-18-025616,BERGEN-TEANECK TWP,4,N,N,N,2,1,2,1,4,2,1,6,1,,,50,26,N
02-60-2018-18-025790,BERGEN-TEANECK TWP,4,N,N,N,1,13,5,1,4,2,1,5,1,5,1,30,22,N
02-60-2018-D030-2018-02608A,BERGEN-TEANECK TWP,4,N,N,N,2,2,3,1,4,2,1,1,1,1,1,55,26,N
02-60-2018-PD-18-008069,BERGEN-TEANECK TWP,4,N,N,N,7,11,7,1,4,2,1,1,1,5,1,25,60,N
02-60-2018-2018-010422,BERGEN-TEANECK TWP,5,N,N,N,1,13,5,1,7,2,1,6,1,5,1,30,22,N
02-61-2018-A2018-162,BERGEN-TENAFLY BORO,4,N,N,N,2,4,5,1,4,2,1,1,1,5,1,25,26,N
02-61-2018-A2018-335,BERGEN-TENAFLY BORO,4,N,N,N,4,14,5,1,4,2,1,1,1,5,1,25,26,N
02-61-2018-A2018-230,BERGEN-TENAFLY BORO,4,Y,N,N,1,13,7,1,4,2,1,1,1,5,1,25,22,N
02-62-2018-T-18-04,BERGEN-TETERBORO BORO,5,N,N,N,1,13,2,1,4,2,2,6,1,2,1,50,22,N
