crashid,location,severity_rating5,intersection,alcohol_involved,hazmat_involved,hs_collision_type,crash_type,road_sys_code,road_horiz_align_code,road_grade_code,road_surf_code,surf_cond_code,light_cond_code,environ_cond_code,road_median_code,temp_traffic_zone,posted_speed,first_harmful_event,flg_cell_in_use
02-63-2018-2018-0870018-103,BERGEN-UPPER SADDLE RIVER BORO,4,N,N,N,4,11,2,1,6,2,1,1,1,1,1,55,1,N
02-64-2018-18-14785,BERGEN-WALDWICK BORO,4,Y,N,N,2,1,2,3,5,2,1,1,1,1,1,15,26,N
02-65-2018-WG-18-09052,BERGEN-WALLINGTON BORO,4,N,N,N,7,11,5,1,5,2,1,6,1,5,1,25,43,N
02-65-2018-WG-18-04523,BERGEN-WALLINGTON BORO,5,N,Y,N,7,11,7,1,4,2,2,6,2,5,1,25,54,N
02-67-2018-18-03400,BERGEN-WESTWOOD BORO,4,Y,N,N,1,13,5,1,5,2,1,1,1,5,1,35,22,N
02-67-2018-18-02359,BERGEN-WESTWOOD BORO,5,N,N,N,1,13,5,1,4,2,1,1,5,5,1,35,22,N
02-67-2018-18-21052,BERGEN-WESTWOOD BORO,4,Y,N,N,5,14,5,1,4,2,1,1,1,2,1,40,21,N
02-67-2018-18-24226,BERGEN-WESTWOOD BORO,4,Y,N,N,2,3,7,1,4,2,1,6,1,5,1,25,26,N
02-69-2018-18-25683,BERGEN-WOOD-RIDGE BORO,4,N,N,N,2,2,2,1,4,2,2,7,1,1,1,50,26,N
02-68-2018-18-15443,BERGEN-WOODCLIFF LAKE BORO,4,Y,N,N,2,7,5,1,4,2,1,1,1,5,1,40,26,N
02-68-2018-E040-2018-02395A,BERGEN-WOODCLIFF LAKE BORO,5,N,N,N,4,11,3,1,4,2,1,5,1,1,1,65,46,N
02-70-2018-18-015336,BERGEN-WYCKOFF TWP,4,N,N,N,4,11,2,1,4,2,1,5,1,1,1,55,69,N
03-01-2018-D020-2018-00468A,BURLINGTON-BASS RIVER TWP,4,N,N,N,4,11,3,1,4,2,1,1,1,1,1,65,46,N
03-03-2018-2018-3375,BURLINGTON-BORDENTOWN CITY,5,Y,N,N,1,13,2,1,7,2,1,6,1,2,1,40,22,N
03-04-2018-2018-5657,BURLINGTON-BORDENTOWN TWP,4,Y,N,N,1,13,2,1,4,2,2,1,2,2,1,40,26,N
03-04-2018-D020-2018-00468A,BURLINGTON-BORDENTOWN TWP,4,N,N,N,7,11,3,1,4,2,1,1,1,1,1,65,46,N
03-04-2018-D020-2018-00405A,BURLINGTON-BORDENTOWN TWP,4,N,N,N,3,10,3,1,4,2,1,1,1,1,1,65,1,N
03-05-2018-2018-08041,BURLINGTON-BURLINGTON CITY,5,Y,N,N,4,3,2,1,4,2,1,1,1,3,1,45,26,N
03-05-2018-2018-12066,BURLINGTON-BURLINGTON CITY,5,Y,N,N,7,3,2,1,4,2,1,7,1,2,1,50,26,N
03-05-2018-2018-00532,BURLINGTON-BURLINGTON CITY,5,N,Y,N,7,11,7,2,5,2,1,1,1,5,1,25,56,N
03-06-2018-C020-2018-00139A,BURLINGTON-BURLINGTON TWP,5,N,N,N,1,13,1,1,4,2,1,5,1,3,1,65,22,N
03-06-2018-2018-10955,BURLINGTON-BURLINGTON TWP,5,N,Y,N,1,13,7,1,4,2,2,7,5,5,1,45,22,N
03-06-2018-2018-5731,BURLINGTON-BURLINGTON TWP,5,N,N,N,5,14,2,1,4,2,1,7,1,2,1,50,26,N
03-06-2018-C020-2018-00376A,BURLINGTON-BURLINGTON TWP,4,N,N,N,4,11,1,1,4,2,1,1,1,1,1,65,60,N
03-06-2018-2018-11564,BURLINGTON-BURLINGTON TWP,5,Y,N,N,1,13,2,1,4,2,1,7,1,2,1,50,22,N
03-06-2018-2018-004475,BURLINGTON-BURLINGTON TWP,4,N,N,N,1,13,5,1,4,2,1,5,1,1,1,50,22,N
03-06-2018-C020-2018-00483A,BURLINGTON-BURLINGTON TWP,4,N,N,N,4,10,1,1,4,2,1,1,1,1,1,65,1,N
03-06-2018-2018-489,BURLINGTON-BURLINGTON TWP,4,Y,N,N,1,13,2,1,6,2,2,6,1,1,1,50,22,N
03-06-2018-C020-2018-00682A,BURLINGTON-BURLINGTON TWP,4,N,N,N,2,2,1,1,4,2,2,1,2,1,1,65,26,N
03-08-2018-2018-06032,BURLINGTON-CINNAMINSON TWP,5,N,N,N,7,11,2,1,4,1,1,1,1,1,1,55,48,N
03-10-2018-2018-8715,BURLINGTON-DELRAN TWP,4,N,N,N,7,1,2,1,4,2,1,6,1,1,1,50,26,N
03-10-2018-201801344,BURLINGTON-DELRAN TWP,4,Y,N,N,7,3,2,1,4,2,2,6,2,1,1,50,26,N
03-10-2018-201808596,BURLINGTON-DELRAN TWP,4,N,Y,N,7,11,2,1,4,2,1,1,1,1,1,50,56,N
03-11-2018-2018-2307,BURLINGTON-EASTAMPTON TWP,5,N,Y,N,2,4,2,1,6,2,1,1,5,5,1,50,26,N
03-12-2018-201800160,BURLINGTON-EDGEWATER PARK TWP,5,N,N,N,1,13,2,1,4,2,1,7,1,1,1,50,22,N
03-12-2018-201800068,BURLINGTON-EDGEWATER PARK TWP,5,N,N,N,1,13,2,1,4,2,1,6,1,1,1,50,22,N
03-13-2018-2018-17709,BURLINGTON-EVESHAM TWP,4,N,N,N,4,11,7,1,4,2,1,6,1,5,1,45,57,N
03-13-2018-2018-2288,BURLINGTON-EVESHAM TWP,5,N,Y,N,7,11,5,1,4,2,1,6,1,5,1,40,56,N
03-13-2018-2018-4322,BURLINGTON-EVESHAM TWP,4,Y,N,N,7,11,2,1,4,2,1,6,1,3,1,50,69,N
03-13-2018-2018-489,BURLINGTON-EVESHAM TWP,4,Y,Y,N,4,10,7,2,4,2,2,3,1,5,1,35,46,N
03-13-2018-2018-09918,BURLINGTON-EVESHAM TWP,4,N,N,N,3,1,5,1,4,2,1,1,5,5,1,40,26,N
03-13-2018-18-28673,BURLINGTON-EVESHAM TWP,5,N,N,N,4,11,2,1,4,2,1,1,1,3,1,50,52,N
03-13-2018-2018-12897,BURLINGTON-EVESHAM TWP,4,N,Y,N,7,11,7,1,4,2,1,1,1,5,1,40,60,N
03-15-2018-C020-2018-00254A,BURLINGTON-FLORENCE TWP,5,N,N,N,1,13,1,1,4,2,1,5,5,3,1,65,22,N
03-15-2018-C020-2018-00861A,BURLINGTON-FLORENCE TWP,5,N,N,N,4,11,1,2,4,2,1,1,1,1,1,,60,N
03-16-2018-C020-2018-00089A,BURLINGTON-HAINESPORT TWP,4,N,N,N,7,11,2,1,4,1,1,1,1,1,1,50,26,N
03-16-2018-C020-2018-00751A,BURLINGTON-HAINESPORT TWP,5,N,N,N,2,1,2,2,4,2,1,7,1,1,1,50,26,N
03-17-2018-2018-1785,BURLINGTON-LUMBERTON TWP,5,N,N,N,4,3,5,1,4,2,1,1,1,5,1,45,26,N
03-17-2018-2018-5157,BURLINGTON-LUMBERTON TWP,4,N,N,N,7,11,5,1,4,2,1,7,1,5,1,35,61,N
03-17-2018-2018-11105,BURLINGTON-LUMBERTON TWP,4,Y,N,N,7,3,2,1,4,2,1,1,1,4,1,50,26,N
03-18-2018-2018-7069,BURLINGTON-MANSFIELD TWP,4,N,Y,N,7,4,2,1,5,2,1,1,1,3,1,50,26,N
03-18-2018-C020-2018-00631A,BURLINGTON-MANSFIELD TWP,4,N,N,N,7,11,1,1,4,2,2,1,1,1,1,65,46,N
03-19-2018-18-6889,BURLINGTON-MAPLE SHADE TWP,4,N,Y,N,7,11,2,2,4,2,1,6,1,1,5,50,52,N
03-19-2018-18-2442,BURLINGTON-MAPLE SHADE TWP,5,Y,N,N,1,13,2,1,4,2,2,2,1,1,1,50,26,N
03-20-2018-2018-13695,BURLINGTON-MEDFORD TWP,4,N,N,N,4,11,5,3,4,2,1,1,1,5,1,45,52,N
03-20-2018-2018-9956,BURLINGTON-MEDFORD TWP,4,N,N,N,6,12,5,1,5,2,1,4,1,5,1,45,24,N
03-20-2018-2018-4991,BURLINGTON-MEDFORD TWP,4,Y,N,N,2,1,2,1,4,2,1,1,1,5,1,50,26,N
03-22-2018-2018-6169,BURLINGTON-MOORESTOWN TWP,4,N,Y,N,4,11,2,1,4,2,2,3,2,1,,50,56,N
03-22-2018-2018-1019,BURLINGTON-MOORESTOWN TWP,5,N,N,N,2,4,7,1,4,2,1,3,5,4,1,45,26,N
03-23-2018-201811120,BURLINGTON-MOUNT HOLLY TWP,4,N,N,N,2,3,2,1,4,2,1,1,1,1,1,50,26,N
03-23-2018-18-000228,BURLINGTON-MOUNT HOLLY TWP,4,Y,N,N,2,8,7,1,4,2,3,1,1,5,1,25,28,N
03-23-2018-18-5726,BURLINGTON-MOUNT HOLLY TWP,5,N,N,N,2,13,2,1,4,2,1,5,1,4,1,50,22,N
03-23-2018-201803310,BURLINGTON-MOUNT HOLLY TWP,4,Y,N,N,1,13,5,1,4,2,1,6,1,2,2,50,22,N
03-23-2018-201810283,BURLINGTON-MOUNT HOLLY TWP,4,N,N,N,1,13,7,1,4,2,1,1,1,4,1,30,22,N
03-23-2018-201813420,BURLINGTON-MOUNT HOLLY TWP,4,N,N,N,1,13,7,1,4,2,2,6,5,4,1,25,22,N
03-23-2018-18-13611,BURLINGTON-MOUNT HOLLY TWP,4,N,N,N,1,13,5,1,4,2,2,6,2,5,1,25,22,N
03-24-2018-2018-11867,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,1,13,2,1,4,2,2,5,1,3,1,50,22,N
03-24-2018-C020-2018-01007A,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,4,2,1,1,4,2,1,5,1,1,1,65,26,N
03-24-2018-C020-2018-00210A,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,4,2,1,1,4,2,1,1,1,1,1,65,26,N
03-24-2018-C020-2018-00563A,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,4,99,1,1,4,2,1,1,1,1,1,65,1,N
03-24-2018-C020-2018-00616A,BURLINGTON-MOUNT LAUREL TWP,4,N,Y,N,4,11,1,1,4,2,1,1,1,1,1,65,48,N
03-24-2018-2018-15775,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,2,1,7,1,4,2,1,1,1,2,1,35,26,N
03-24-2018-D020-2018-01039A,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,4,11,3,1,4,2,1,1,1,1,1,65,47,N
03-24-2018-2018-07039,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,4,99,7,1,4,2,1,1,1,5,1,25,11,N
03-24-2018-2018-23938,BURLINGTON-MOUNT LAUREL TWP,4,Y,N,N,2,3,5,1,4,2,1,1,1,5,1,40,26,N
03-24-2018-2018-20097,BURLINGTON-MOUNT LAUREL TWP,5,N,Y,N,4,2,2,1,4,2,1,5,5,3,1,50,26,N
03-24-2018-C020-2018-00054A,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,4,11,1,1,4,1,1,5,1,1,1,65,60,N
03-26-2018-2018-1699,BURLINGTON-NORTH HANOVER TWP,4,N,N,N,2,1,5,1,5,2,1,1,1,5,1,50,26,N
03-27-2018-18-0079,BURLINGTON-PALMYRA BORO,4,N,Y,N,2,99,3,1,6,1,1,1,1,4,,45,99,N
03-29-2018-2018-3261,BURLINGTON-PEMBERTON TWP,5,Y,N,N,4,4,2,3,4,2,2,5,5,3,1,55,26,N
03-29-2018-2018-13962,BURLINGTON-PEMBERTON TWP,5,Y,N,N,1,13,7,1,4,2,1,2,1,5,1,25,22,N
03-29-2018-2018-7416,BURLINGTON-PEMBERTON TWP,4,N,N,N,2,1,5,1,4,2,1,1,1,5,1,35,26,N
03-29-2018-2018-18141,BURLINGTON-PEMBERTON TWP,4,N,N,N,4,4,2,2,4,2,1,1,1,5,1,55,26,N
03-29-2018-2018-2882,BURLINGTON-PEMBERTON TWP,4,N,Y,N,5,14,5,1,4,2,1,6,1,5,1,40,26,N
03-29-2018-2018-9077,BURLINGTON-PEMBERTON TWP,5,N,N,N,4,11,5,2,4,2,1,1,1,5,1,50,52,N
03-29-2018-2018-23137,BURLINGTON-PEMBERTON TWP,5,N,N,N,4,4,2,1,4,2,1,5,1,5,1,55,26,N
03-29-2018-2018-6947,BURLINGTON-PEMBERTON TWP,5,N,N,N,4,4,5,1,4,2,1,5,1,5,1,40,26,N
03-32-2018-C080-2018-00653A,BURLINGTON-SHAMONG TWP,4,N,N,N,2,7,2,1,4,2,1,1,1,5,1,50,26,N
03-32-2018-C080-2018-00526A,BURLINGTON-SHAMONG TWP,4,N,N,N,4,11,7,1,4,2,1,1,1,5,1,50,54,N
03-34-2018-M18-154,BURLINGTON-SPRINGFIELD TWP,5,Y,N,N,4,3,2,1,4,2,1,1,1,4,1,55,26,N
03-34-2018-M18-298,BURLINGTON-SPRINGFIELD TWP,4,N,Y,N,4,11,5,1,4,2,1,1,1,5,1,50,58,N
03-35-2018-C080-2018-00087A,BURLINGTON-TABERNACLE TWP,4,N,N,N,4,11,5,1,4,2,1,1,5,5,1,50,56,N
03-35-2018-C080-2018-00137A,BURLINGTON-TABERNACLE TWP,5,Y,N,N,2,3,2,1,4,2,2,1,2,5,1,50,26,N
03-35-2018-C080-2018-00401A,BURLINGTON-TABERNACLE TWP,5,N,N,N,3,10,5,3,4,2,1,1,1,5,1,50,1,N
03-37-2018-C020-2018-00161A,BURLINGTON-WESTAMPTON TWP,4,N,N,N,4,11,1,3,5,2,2,3,1,1,1,65,46,N
03-37-2018-C020-2018-00070A,BURLINGTON-WESTAMPTON TWP,4,N,N,N,3,1,1,1,4,1,1,1,1,1,1,65,26,N
03-37-2018-C020-2018-00080A,BURLINGTON-WESTAMPTON TWP,5,N,N,N,2,1,1,1,4,1,1,5,1,1,1,65,26,N
03-37-2018-C020-2018-00304A,BURLINGTON-WESTAMPTON TWP,4,N,N,N,3,1,1,1,4,2,1,1,1,1,1,65,26,N
03-38-2018-2018-00005747,BURLINGTON-WILLINGBORO TWP,4,Y,N,N,2,3,5,1,4,2,1,3,1,3,,40,26,N
03-38-2018-2018-00000930,BURLINGTON-WILLINGBORO TWP,5,N,Y,N,7,11,2,2,4,2,1,1,1,3,,25,56,N
03-38-2018-2018-00022933,BURLINGTON-WILLINGBORO TWP,4,Y,N,N,1,13,2,1,4,2,1,6,1,1,1,50,22,N
03-38-2018-2018-00008666,BURLINGTON-WILLINGBORO TWP,4,Y,N,N,1,13,7,1,4,2,1,6,1,4,1,25,22,N
03-39-2018-C080-2018-00720A,BURLINGTON-WOODLAND TWP,5,N,N,N,2,4,2,1,6,2,2,5,2,5,1,55,26,N
03-39-2018-C080-2018-00325A,BURLINGTON-WOODLAND TWP,5,N,N,N,4,11,2,3,4,2,1,6,1,5,1,55,56,N
03-39-2018-C080-2018-00859A,BURLINGTON-WOODLAND TWP,5,Y,N,N,4,10,5,3,4,2,2,5,1,5,1,50,1,N
03-39-2018-C080-2018-00486A,BURLINGTON-WOODLAND TWP,5,N,N,N,1,13,7,1,4,2,2,1,2,5,1,15,22,N
04-01-2018-2018-05773,CAMDEN-AUDUBON BORO,5,N,Y,N,7,11,7,1,4,2,1,7,1,5,1,25,60,N
04-03-2018-2018-004590,CAMDEN-BARRINGTON BORO,4,N,Y,N,4,11,5,1,4,2,1,1,1,5,1,25,52,N
04-03-2018-A310-2018-02283A,CAMDEN-BARRINGTON BORO,4,N,N,N,7,11,1,3,4,2,1,6,1,1,1,55,46,N
04-04-2018-A310-2018-03129A,CAMDEN-BELLMAWR BORO,4,N,Y,N,2,2,1,1,4,2,3,1,3,1,1,55,26,N
04-04-2018-2018010014,CAMDEN-BELLMAWR BORO,4,Y,Y,N,7,11,5,1,4,2,2,1,2,5,1,25,52,N
04-04-2018-A310-2018-02829A,CAMDEN-BELLMAWR BORO,5,N,Y,N,4,15,2,1,4,2,2,6,5,1,1,55,58,N
04-04-2018-A310-2018-02482A,CAMDEN-BELLMAWR BORO,4,N,N,N,2,2,1,1,4,2,1,1,1,4,1,55,26,N
04-04-2018-A310-2018-03392A,CAMDEN-BELLMAWR BORO,4,N,Y,N,4,11,1,1,4,2,1,1,1,1,1,55,46,N
04-05-2018-18-2114,CAMDEN-BERLIN BORO,5,N,N,N,2,1,2,1,4,2,1,1,1,5,1,40,26,N
04-05-2018-2018-8422,CAMDEN-BERLIN BORO,5,N,N,N,2,11,2,1,4,2,2,1,1,5,1,40,26,N
04-05-2018-2018004301,CAMDEN-BERLIN BORO,4,Y,N,N,2,4,2,1,4,2,1,1,1,5,1,45,26,N
04-06-2018-180728-0121,CAMDEN-BERLIN TWP,5,N,Y,N,4,11,7,2,4,2,1,6,1,5,1,25,52,N
04-08-2018-A310-2018-01735A,CAMDEN-CAMDEN CITY,4,N,N,N,3,1,1,1,4,2,1,1,1,1,1,65,26,N
04-08-2018-1809090297,CAMDEN-CAMDEN CITY,4,N,N,N,7,11,7,1,4,2,2,1,2,4,1,25,60,N
04-08-2018-180215-0413,CAMDEN-CAMDEN CITY,5,N,N,N,4,13,7,1,4,2,1,1,1,5,1,25,22,N
04-08-2018-1806170676,CAMDEN-CAMDEN CITY,5,Y,N,N,4,10,7,1,5,2,1,6,1,5,1,25,59,N
04-08-2018-1804030082,CAMDEN-CAMDEN CITY,4,N,Y,N,2,3,5,1,4,2,1,6,1,5,1,25,26,N
04-08-2018-18-71527,CAMDEN-CAMDEN CITY,5,N,N,N,2,1,1,1,5,2,1,6,1,1,1,45,26,N
04-08-2018-A310-2018-03018A,CAMDEN-CAMDEN CITY,5,N,N,N,1,13,1,1,4,2,1,7,1,1,1,55,22,N
04-08-2018-18-152556,CAMDEN-CAMDEN CITY,4,N,Y,N,2,4,2,1,4,2,1,6,1,4,0,45,26,N
04-08-2018-18-154561,CAMDEN-CAMDEN CITY,4,N,N,N,7,11,3,2,5,2,2,6,2,1,1,45,48,N
04-08-2018-A310-2018-01787A,CAMDEN-CAMDEN CITY,4,N,Y,N,4,10,1,1,4,2,1,1,1,3,1,55,53,N
04-08-2018-A310-2018-00866A,CAMDEN-CAMDEN CITY,5,N,N,N,4,11,1,2,4,2,1,1,1,1,1,55,46,N
04-08-2018-180103-0435,CAMDEN-CAMDEN CITY,5,N,N,N,1,13,7,2,5,2,1,4,1,5,1,25,22,N
04-08-2018-1804130394,CAMDEN-CAMDEN CITY,5,N,N,N,1,13,7,1,4,2,1,1,1,5,1,25,22,N
04-08-2018-1805110523,CAMDEN-CAMDEN CITY,4,Y,N,N,2,3,7,1,4,2,1,1,1,5,1,25,26,N
04-08-2018-1811080446,CAMDEN-CAMDEN CITY,4,Y,N,N,2,3,5,1,4,2,1,1,1,4,1,25,26,N
04-08-2018-180624-0340,CAMDEN-CAMDEN CITY,5,Y,N,N,2,3,7,1,4,2,1,1,1,5,1,25,26,N
04-08-2018-181215-0410,CAMDEN-CAMDEN CITY,5,Y,Y,N,1,13,7,1,4,2,2,6,2,5,1,25,22,N
04-08-2018-180507-0650,CAMDEN-CAMDEN CITY,4,N,N,N,4,13,7,2,5,2,1,6,1,5,1,25,22,N
04-08-2018-18-90127,CAMDEN-CAMDEN CITY,4,N,N,N,3,2,3,1,5,2,1,1,1,1,1,45,26,N
04-08-2018-A310-2018-01669A,CAMDEN-CAMDEN CITY,4,N,N,N,4,11,1,1,4,2,1,1,1,1,1,55,46,N
04-08-2018-1807270778,CAMDEN-CAMDEN CITY,4,N,N,N,1,13,7,1,4,2,2,4,2,5,1,25,26,N
04-08-2018-1809270384,CAMDEN-CAMDEN CITY,5,N,N,N,8,15,7,1,4,2,1,1,1,5,1,25,,N
04-08-2018-1807240068,CAMDEN-CAMDEN CITY,4,N,N,N,4,11,5,1,4,2,1,6,1,4,1,25,51,N
04-08-2018-1802270487,CAMDEN-CAMDEN CITY,4,N,N,N,2,3,2,1,4,2,1,3,1,4,1,25,26,N
04-08-2018-1806170073,CAMDEN-CAMDEN CITY,4,Y,N,N,2,3,7,1,4,2,1,6,1,5,,25,26,N
04-08-2018-1805240639,CAMDEN-CAMDEN CITY,5,N,N,N,3,10,7,1,6,2,1,1,1,5,1,25,1,N
04-08-2018-1805230447,CAMDEN-CAMDEN CITY,4,Y,N,N,1,13,7,1,4,1,1,1,1,5,1,25,26,N
04-08-2018-100408-0205,CAMDEN-CAMDEN CITY,5,Y,N,N,2,7,5,1,4,1,1,1,1,5,1,25,26,N
04-08-2018-A310-2018-03310A,CAMDEN-CAMDEN CITY,5,N,Y,N,2,1,1,1,4,2,1,6,1,1,2,55,26,N
04-08-2018-180603-0121,CAMDEN-CAMDEN CITY,5,N,N,N,7,11,5,1,4,1,1,2,1,5,1,25,52,N
04-08-2018-100117-0752,CAMDEN-CAMDEN CITY,5,N,N,N,1,13,2,1,4,2,1,6,1,1,1,45,22,N
04-08-2018-1807130667,CAMDEN-CAMDEN CITY,4,Y,N,N,2,3,7,1,4,2,1,3,1,5,1,25,26,N
04-08-2018-1806080923,CAMDEN-CAMDEN CITY,4,N,N,N,2,6,7,1,4,2,1,6,1,5,1,25,26,N
04-08-2018-1812140253,CAMDEN-CAMDEN CITY,4,Y,N,N,7,11,5,1,4,2,1,1,5,2,1,25,56,N
04-08-2018-1805130154,CAMDEN-CAMDEN CITY,4,Y,N,N,7,1,5,1,6,2,1,1,1,4,1,,26,N
04-08-2018-181118-0289,CAMDEN-CAMDEN CITY,5,Y,N,N,4,11,2,1,4,2,1,1,1,1,1,45,52,N
04-08-2018-1803310098,CAMDEN-CAMDEN CITY,4,Y,N,N,7,11,7,1,4,2,1,5,1,5,1,25,,N
04-09-2018-18-070575,CAMDEN-CHERRY HILL TWP,4,N,Y,N,2,1,2,1,4,2,1,1,1,1,1,50,26,N
04-09-2018-18-019445,CAMDEN-CHERRY HILL TWP,5,N,N,N,1,13,9,1,4,5,2,2,1,5,,,22,N
04-09-2018-18-034411,CAMDEN-CHERRY HILL TWP,4,N,Y,N,7,11,7,1,4,2,1,5,1,,,25,56,N
04-09-2018-A310-2018-01145A,CAMDEN-CHERRY HILL TWP,4,N,N,N,4,11,1,1,4,2,1,1,1,1,1,55,46,N
04-09-2018-18-002927,CAMDEN-CHERRY HILL TWP,5,N,N,N,7,1,2,1,4,2,1,7,1,1,1,50,26,N
04-09-2018-18-015527,CAMDEN-CHERRY HILL TWP,4,Y,N,N,5,14,5,1,5,2,1,1,1,5,1,30,26,N
04-09-2018-18-057059,CAMDEN-CHERRY HILL TWP,5,Y,N,N,5,14,5,1,5,2,1,1,1,5,1,35,21,N
04-09-2018-18-000751,CAMDEN-CHERRY HILL TWP,4,Y,N,N,1,13,2,1,4,2,1,1,1,1,,50,26,N
04-09-2018-A310-2018-03403A,CAMDEN-CHERRY HILL TWP,5,N,N,N,4,1,1,1,4,2,2,5,2,1,1,55,26,N
04-10-2018-18-0106,CAMDEN-CHESILHURST BORO,5,N,N,N,1,13,2,1,4,2,2,7,2,5,1,50,26,N
04-11-2018-2018-10347,CAMDEN-CLEMENTON BORO,4,Y,Y,N,1,13,5,1,4,2,1,6,1,5,1,35,26,N
04-11-2018-2018-10001,CAMDEN-CLEMENTON BORO,4,Y,N,N,2,3,2,1,4,2,1,1,1,5,0,40,26,N
04-12-2018-2018-009132,CAMDEN-COLLINGSWOOD BORO,4,Y,N,N,2,3,5,1,4,2,1,1,1,5,1,25,26,N
04-12-2018-2018-007412,CAMDEN-COLLINGSWOOD BORO,4,N,N,N,7,11,2,1,4,2,1,1,1,5,1,30,52,N
04-12-2018-2018-003629,CAMDEN-COLLINGSWOOD BORO,4,N,N,N,2,4,5,1,4,2,1,1,1,3,1,25,26,N
04-12-2018-2018-008047,CAMDEN-COLLINGSWOOD BORO,4,N,N,N,7,11,2,1,4,2,1,1,1,1,1,40,56,N
04-13-2018-2018-04068,CAMDEN-GIBBSBORO BORO,4,Y,N,N,7,11,5,2,4,2,2,1,2,5,1,40,56,N
04-13-2018-2018-00659,CAMDEN-GIBBSBORO BORO,4,N,N,N,2,13,9,1,4,2,1,5,1,5,1,,22,N
04-14-2018-A310-2018-02675A,CAMDEN-GLOUCESTER CITY,4,N,Y,N,2,2,1,1,4,2,1,4,1,1,1,55,26,N
04-14-2018-2018-10524,CAMDEN-GLOUCESTER CITY,4,N,Y,N,7,11,2,1,4,2,2,6,2,3,1,45,56,N
04-14-2018-18-44652,CAMDEN-GLOUCESTER CITY,4,N,Y,N,7,10,3,1,4,2,1,6,1,1,1,45,49,N
04-14-2018-A310-2018-02606A,CAMDEN-GLOUCESTER CITY,4,N,Y,N,4,2,1,1,4,2,1,1,1,1,1,55,26,N
04-14-2018-A310-2018-02412A,CAMDEN-GLOUCESTER CITY,4,N,Y,N,4,6,1,1,4,2,1,1,1,1,1,55,28,N
04-14-2018-18-152146,CAMDEN-GLOUCESTER CITY,4,N,N,N,3,2,3,2,4,2,1,6,99,1,1,45,,N
04-14-2018-A310-2018-00255A,CAMDEN-GLOUCESTER CITY,4,N,Y,N,2,2,1,1,4,2,1,3,1,1,1,55,26,N
04-15-2018-2018-30694,CAMDEN-GLOUCESTER TWP,4,Y,N,N,2,3,2,1,4,2,1,1,1,5,1,35,26,N
04-15-2018-2018-58922,CAMDEN-GLOUCESTER TWP,4,N,Y,N,2,6,5,1,6,2,2,6,2,5,1,45,26,N
04-15-2018-A160-2018-00095A,CAMDEN-GLOUCESTER TWP,4,N,N,N,4,11,3,2,4,2,1,1,1,3,1,65,60,N
04-15-2018-2019-59854,CAMDEN-GLOUCESTER TWP,4,Y,N,N,1,13,5,1,4,2,2,3,2,5,1,45,26,N
04-15-2018-A310-2018-02905A,CAMDEN-GLOUCESTER TWP,4,N,N,N,4,11,2,1,4,2,1,6,1,1,1,55,46,N
04-15-2018-2018-57251,CAMDEN-GLOUCESTER TWP,5,Y,N,N,3,3,5,1,4,2,1,6,1,5,1,35,26,N
04-15-2018-A310-2018-00271A,CAMDEN-GLOUCESTER TWP,4,N,N,N,4,10,2,1,6,1,1,1,1,3,1,55,1,N
04-15-2018-A310-2018-03404A,CAMDEN-GLOUCESTER TWP,4,N,N,N,4,11,2,1,4,2,1,1,1,1,1,55,46,N
04-15-2018-A310-2018-02898A,CAMDEN-GLOUCESTER TWP,5,N,N,N,4,10,2,1,6,1,1,5,1,1,1,55,1,N
04-16-2018-18-218-A,CAMDEN-HADDON TWP,4,N,N,N,1,13,2,1,4,2,1,6,1,5,1,35,26,N
04-16-2018-18-163-A,CAMDEN-HADDON TWP,4,N,Y,N,2,1,2,1,4,2,1,1,1,2,1,45,26,N
04-16-2018-18-204-A,CAMDEN-HADDON TWP,4,N,Y,N,4,11,7,1,4,5,1,1,1,5,1,25,52,N
04-16-2018-18-131-A,CAMDEN-HADDON TWP,4,N,N,N,2,2,2,1,4,2,1,6,1,2,2,45,26,N
04-17-2018-2018-14468,CAMDEN-HADDONFIELD BORO,4,N,N,N,1,13,5,1,4,2,1,1,1,5,1,25,26,N
04-20-2018-2018-02163,CAMDEN-LAUREL SPRINGS BORO,4,Y,N,N,2,13,2,1,4,2,1,1,1,5,1,40,22,N
04-21-2018-A310-2018-01310A,CAMDEN-LAWNSIDE BORO,4,N,Y,N,4,11,1,1,4,2,1,1,1,1,1,55,46,N
04-22-2018-2018-01560,CAMDEN-LINDENWOLD BORO,4,N,Y,N,2,6,5,1,4,1,1,6,1,5,1,25,26,N
04-22-2018-2018-14080,CAMDEN-LINDENWOLD BORO,4,N,N,N,1,13,2,1,5,2,1,1,5,5,,40,26,N
04-22-2018-18-3692,CAMDEN-LINDENWOLD BORO,5,N,N,N,9,99,7,1,4,2,1,1,1,1,1,25,23,Y
04-22-2018-2018-17381,CAMDEN-LINDENWOLD BORO,5,N,N,N,4,4,2,1,4,2,1,1,1,5,,35,26,N
04-22-2018-2017-17975,CAMDEN-LINDENWOLD BORO,4,N,N,N,2,8,5,1,4,2,1,6,1,5,1,25,26,N
