crashid,location,severity_rating5,intersection,alcohol_involved,hazmat_involved,hs_collision_type,crash_type,road_sys_code,road_horiz_align_code,road_grade_code,road_surf_code,surf_cond_code,light_cond_code,environ_cond_code,road_median_code,temp_traffic_zone,posted_speed,first_harmful_event,flg_cell_in_use
03-01-2015-C120-2015-00058A,BURLINGTON-BASS RIVER TWP,4,N,Y,N,4,11,5,1,4,2,2,5,4,5,1,45,6,N
03-01-2015-C120-2015-00067A,BURLINGTON-BASS RIVER TWP,4,N,N,N,4,99,2,0,4,2,1,7,1,5,1,45,7,N
03-01-2015-C120-2015-00131A,BURLINGTON-BASS RIVER TWP,5,N,N,N,4,11,5,1,4,2,1,1,1,5,1,50,6,N
03-01-2015-C120-2015-00084A,BURLINGTON-BASS RIVER TWP,5,N,N,N,4,4,9,0,4,5,7,1,1,5,1,25,26,N
03-01-2015-C120-2015-0084A,BURLINGTON-BASS RIVER TWP,5,N,N,N,4,4,7,0,4,5,7,1,1,5,1,25,26,N
03-01-2015-C120-2015-00083A,BURLINGTON-BASS RIVER TWP,4,N,N,N,4,10,5,0,4,2,1,5,1,5,1,50,7,N
03-04-2015-2015-7983,BURLINGTON-BORDENTOWN TWP,5,N,N,N,4,2,5,0,4,2,2,7,5,5,,40,26,N
03-04-2015-2015-7629,BURLINGTON-BORDENTOWN TWP,4,N,N,N,1,13,2,0,4,2,1,6,1,3,,50,22,N
03-04-2015-15-4134,BURLINGTON-BORDENTOWN TWP,4,Y,N,N,2,3,2,1,4,2,1,1,1,2,1,50,26,N
03-04-2015-2015-5002,BURLINGTON-BORDENTOWN TWP,4,Y,N,N,2,1,2,1,4,2,1,1,1,1,1,40,26,N
03-04-2015-2015-3484,BURLINGTON-BORDENTOWN TWP,5,Y,N,N,7,3,2,1,4,2,1,1,1,2,1,50,26,N
03-05-2015-201505772,BURLINGTON-BURLINGTON CITY,5,Y,N,N,7,3,2,1,4,1,1,6,1,5,,40,26,N
03-06-2015-2015-012537,BURLINGTON-BURLINGTON TWP,5,N,Y,N,7,11,2,1,4,2,1,6,1,2,1,50,56,N
03-06-2015-C020-2015-00903A,BURLINGTON-BURLINGTON TWP,4,N,Y,N,2,1,1,1,4,2,1,4,1,1,1,65,26,N
03-06-2015-2015-12637,BURLINGTON-BURLINGTON TWP,5,N,N,N,4,11,7,1,4,2,1,1,1,5,1,25,5,N
03-06-2015-2015-003321,BURLINGTON-BURLINGTON TWP,4,N,N,N,2,1,2,1,4,2,1,1,1,1,1,45,26,N
03-06-2015-2015-8143,BURLINGTON-BURLINGTON TWP,5,N,N,N,4,11,5,1,4,2,1,1,1,3,1,50,5,N
03-07-2015-2015-1876,BURLINGTON-CHESTERFIELD TWP,5,N,N,N,4,99,7,1,4,2,1,1,1,5,1,35,7,N
03-07-2015-D020-2015-00375A,BURLINGTON-CHESTERFIELD TWP,5,N,N,N,2,1,3,1,4,2,1,5,1,1,1,65,26,N
03-08-2015-2015-14849,BURLINGTON-CINNAMINSON TWP,4,N,N,N,7,2,2,1,4,2,1,1,1,1,1,50,26,N
03-08-2015-2015-03205,BURLINGTON-CINNAMINSON TWP,5,N,N,N,4,11,2,0,4,2,1,7,1,1,1,50,5,N
03-08-2015-2015-19615,BURLINGTON-CINNAMINSON TWP,5,Y,Y,N,2,3,2,1,4,2,1,,1,1,1,50,26,N
03-08-2015-2015-23871,BURLINGTON-CINNAMINSON TWP,5,Y,N,N,1,13,2,1,4,2,2,7,2,1,1,50,22,N
03-10-2015-2015-4188,BURLINGTON-DELRAN TWP,5,Y,N,N,7,11,2,1,4,2,1,1,1,1,1,50,41,N
03-10-2015-MVA2015-2345,BURLINGTON-DELRAN TWP,5,Y,N,N,1,13,2,1,4,2,1,6,1,1,1,50,22,N
03-10-2015-201505114,BURLINGTON-DELRAN TWP,4,N,N,N,4,11,2,1,0,2,1,1,1,1,1,50,5,N
03-12-2015-2015-00216,BURLINGTON-EDGEWATER PARK TWP,5,N,N,N,1,13,2,1,4,2,2,5,2,1,1,50,22,N
03-12-2015-201500075,BURLINGTON-EDGEWATER PARK TWP,4,N,N,N,7,11,2,1,4,2,1,1,1,1,1,50,48,N
03-12-2015-201500043,BURLINGTON-EDGEWATER PARK TWP,5,N,N,N,1,13,2,1,4,2,1,6,1,1,1,50,22,N
03-13-2015-15-11937,BURLINGTON-EVESHAM TWP,5,Y,N,N,2,3,5,0,4,2,1,1,1,5,1,45,26,N
03-15-2015-2015-8979,BURLINGTON-FLORENCE TWP,5,Y,Y,N,1,13,5,1,4,2,2,7,5,5,1,35,22,Y
03-15-2015-2015-9039,BURLINGTON-FLORENCE TWP,4,N,N,N,2,1,2,1,4,2,1,5,1,2,1,50,26,N
03-16-2015-C020201500861A,BURLINGTON-HAINESPORT TWP,4,N,N,N,7,7,7,1,4,2,1,1,1,4,1,40,26,N
03-17-2015-2015-5609,BURLINGTON-LUMBERTON TWP,4,Y,N,N,2,3,5,1,0,2,1,1,1,5,1,25,26,N
03-17-2015-2015-0979,BURLINGTON-LUMBERTON TWP,4,N,Y,N,4,99,5,0,0,2,1,7,1,5,1,45,7,N
03-17-2015-2015-10940,BURLINGTON-LUMBERTON TWP,5,N,N,N,4,11,7,0,0,2,1,7,5,5,1,35,5,N
03-17-2015-2015-3890,BURLINGTON-LUMBERTON TWP,4,N,N,N,3,10,9,,,5,7,1,1,,,,1,N
03-17-2015-2015-4081,BURLINGTON-LUMBERTON TWP,5,N,N,N,4,11,5,1,4,2,2,1,2,5,1,45,5,N
03-18-2015-C020-2015-00482A,BURLINGTON-MANSFIELD TWP,5,N,N,N,4,11,1,1,4,2,1,1,1,1,1,65,5,N
03-18-2015-D020-2015-00432A,BURLINGTON-MANSFIELD TWP,5,N,N,N,7,11,3,1,4,2,1,5,1,1,1,65,47,N
03-18-2015-2015-0670,BURLINGTON-MANSFIELD TWP,4,N,Y,N,4,11,5,0,4,2,2,7,3,5,1,45,5,N
03-18-2015-2015-8957,BURLINGTON-MANSFIELD TWP,4,N,N,N,4,99,2,1,0,2,1,1,1,3,1,50,11,N
03-18-2015-2015-10454,BURLINGTON-MANSFIELD TWP,4,N,N,N,2,1,5,1,4,2,1,7,1,,,45,26,N
03-18-2015-2015-0669,BURLINGTON-MANSFIELD TWP,4,N,N,N,1,13,2,1,4,2,2,7,3,4,1,56,22,N
03-19-2015-15-9108,BURLINGTON-MAPLE SHADE TWP,4,N,Y,N,2,1,2,1,4,2,1,1,1,2,1,50,26,N
03-20-2015-2015-4856,BURLINGTON-MEDFORD TWP,4,Y,Y,N,3,7,2,1,4,2,1,1,1,5,1,50,26,N
03-20-2015-2015-7445,BURLINGTON-MEDFORD TWP,5,N,N,N,4,11,5,1,4,2,1,1,1,5,1,50,5,N
03-22-2015-2015-10558,BURLINGTON-MOORESTOWN TWP,4,N,Y,N,4,11,5,1,4,2,1,7,1,5,,45,5,N
03-22-2015-2015-10308,BURLINGTON-MOORESTOWN TWP,4,Y,Y,N,4,11,5,1,0,2,1,1,1,5,1,35,6,N
03-22-2015-2015-064,BURLINGTON-MOORESTOWN TWP,4,N,N,N,2,1,2,0,4,2,1,5,1,3,1,50,26,N
03-22-2015-2015-11861,BURLINGTON-MOORESTOWN TWP,4,N,N,N,7,6,9,1,4,1,1,1,1,,1,,26,N
03-23-2015-15-12642,BURLINGTON-MOUNT HOLLY TWP,5,Y,Y,N,2,2,5,1,0,2,1,6,1,1,1,50,26,N
03-23-2015-15-12130,BURLINGTON-MOUNT HOLLY TWP,5,N,N,N,1,13,7,1,4,2,1,1,1,4,1,30,22,N
03-24-2015-201513280,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,4,10,5,0,4,2,1,0,1,4,1,45,5,N
03-24-2015-2015-24521,BURLINGTON-MOUNT LAUREL TWP,5,N,Y,N,4,99,7,1,4,2,1,1,1,5,1,40,7,N
03-24-2015-2015-08879,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,4,11,8,0,4,2,1,1,1,5,1,25,6,N
03-24-2015-2015-24559,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,4,1,5,1,4,2,1,6,1,1,1,40,26,N
03-24-2015-D020-2015-00705A,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,7,11,3,1,4,2,1,1,1,1,1,65,48,N
03-24-2015-2015-27831,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,7,11,5,1,4,2,1,1,1,5,1,40,56,N
03-24-2015-2015-12637,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,4,4,5,1,4,2,1,2,1,5,1,50,26,N
03-24-2015-C020-2015-00261A,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,2,6,1,1,4,1,1,5,1,1,1,65,28,N
03-24-2015-2015-09889,BURLINGTON-MOUNT LAUREL TWP,5,Y,N,N,1,13,2,1,4,2,1,3,1,2,1,50,22,N
03-24-2015-2015-25779,BURLINGTON-MOUNT LAUREL TWP,4,N,Y,N,7,11,5,1,4,2,1,1,1,5,1,45,56,N
03-24-2015-D020-2015-00908A,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,1,13,3,1,4,2,2,0,2,1,1,65,22,N
03-24-2015-C020-2015-00381A,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,4,11,1,1,4,2,1,6,1,1,1,65,6,N
03-24-2015-2015-13330,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,2,2,2,1,4,2,1,6,1,2,1,50,26,N
03-24-2015-C020-2015-00568A,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,4,99,1,1,4,2,1,1,1,1,1,65,13,N
03-25-2015-C020-2015-00996A,BURLINGTON-NEW HANOVER TWP,5,N,N,N,1,13,5,1,4,2,2,6,2,4,1,40,22,N
03-26-2015-15-4429,BURLINGTON-NORTH HANOVER TWP,4,Y,N,N,5,14,5,0,4,2,1,1,1,5,1,25,21,N
03-26-2015-2015-4608,BURLINGTON-NORTH HANOVER TWP,4,Y,N,N,4,2,7,1,0,2,1,1,1,,1,50,26,N
03-27-2015-15-0327,BURLINGTON-PALMYRA BORO,4,N,N,N,2,1,2,0,4,2,1,1,1,5,1,45,26,N
03-27-2015-15-0375,BURLINGTON-PALMYRA BORO,4,N,N,N,8,15,3,1,4,1,1,1,1,1,1,45,39,N
03-28-2015-2015-3461,BURLINGTON-PEMBERTON BORO,4,N,N,N,2,1,5,1,4,2,1,1,1,5,1,35,26,N
03-28-2015-2015-1039,BURLINGTON-PEMBERTON BORO,4,N,N,N,2,4,5,1,4,2,1,6,1,5,1,40,26,Y
03-29-2015-2015-3747,BURLINGTON-PEMBERTON TWP,5,N,N,N,4,11,5,0,4,2,4,5,1,5,1,50,5,N
03-29-2015-2015-24028,BURLINGTON-PEMBERTON TWP,5,N,N,N,4,4,2,0,4,2,1,5,1,5,1,55,26,N
03-29-2015-15-6790,BURLINGTON-PEMBERTON TWP,4,Y,N,N,4,10,5,1,4,2,1,1,1,5,1,45,11,N
03-29-2015-2015-16730,BURLINGTON-PEMBERTON TWP,5,N,N,N,4,11,7,1,4,5,1,1,1,5,1,25,6,N
03-29-2015-2015-13531,BURLINGTON-PEMBERTON TWP,4,Y,Y,N,4,99,2,1,4,2,1,1,1,5,1,55,7,N
03-29-2015-2015-17643,BURLINGTON-PEMBERTON TWP,4,N,N,N,4,11,7,1,4,2,1,1,1,4,1,25,6,N
03-30-2015-15-447,BURLINGTON-RIVERSIDE TWP,5,Y,Y,N,7,16,5,1,4,2,1,1,1,5,1,25,49,N
03-32-2015-C080-2015-00757A,BURLINGTON-SHAMONG TWP,4,N,N,N,4,11,2,1,4,2,1,5,1,5,1,50,6,N
03-32-2015-C080-2015-00060A,BURLINGTON-SHAMONG TWP,5,N,N,N,4,99,2,0,4,2,1,5,1,5,1,50,7,N
03-32-2015-C080-2015-00047A,BURLINGTON-SHAMONG TWP,4,N,N,N,2,4,5,1,4,2,4,5,1,5,1,45,26,N
03-33-2015-C080-2015-00782A,BURLINGTON-SOUTHAMPTON TWP,5,N,N,N,4,99,5,0,4,2,2,7,2,5,1,50,7,N
03-33-2015-C080-2015-00497A,BURLINGTON-SOUTHAMPTON TWP,5,N,N,N,4,11,7,1,4,2,1,1,1,5,1,45,5,N
03-33-2015-C080-2015-00567A,BURLINGTON-SOUTHAMPTON TWP,4,N,N,N,2,13,2,1,4,2,2,1,2,5,1,50,26,N
03-33-2015-C080-2015-00519A,BURLINGTON-SOUTHAMPTON TWP,5,N,N,N,1,13,5,1,4,2,1,4,1,5,1,45,22,N
03-33-2015-C080-2015-00537A,BURLINGTON-SOUTHAMPTON TWP,5,N,Y,N,4,99,2,1,4,2,1,1,1,5,1,50,7,N
03-34-2015-C020-2015-00965A,BURLINGTON-SPRINGFIELD TWP,4,N,N,N,4,4,2,1,4,2,1,1,1,5,1,55,26,N
03-34-2015-M15-122,BURLINGTON-SPRINGFIELD TWP,4,N,N,N,2,3,2,1,4,2,1,1,1,5,1,55,26,N
03-36-2015-C120-2015-00150A,BURLINGTON-WASHINGTON TWP,4,N,Y,N,4,11,5,0,4,2,1,5,1,5,1,50,5,N
03-37-2015-2015-09798,BURLINGTON-WESTAMPTON TWP,4,N,N,N,4,11,5,0,4,2,1,1,1,5,1,50,5,N
03-37-2015-2015-09815,BURLINGTON-WESTAMPTON TWP,4,Y,N,N,2,3,5,1,4,2,1,6,1,5,1,50,26,N
03-37-2015-2015-07719,BURLINGTON-WESTAMPTON TWP,4,N,N,N,4,99,5,1,4,2,1,1,1,5,1,45,5,N
03-37-2015-2015-08735,BURLINGTON-WESTAMPTON TWP,4,N,N,N,4,11,5,1,4,2,1,1,1,5,1,50,5,N
03-37-2015-2015-13591,BURLINGTON-WESTAMPTON TWP,4,N,N,N,4,11,5,1,0,2,2,1,2,5,1,50,6,N
03-37-2015-C020-2015-00710A,BURLINGTON-WESTAMPTON TWP,4,N,N,N,4,10,1,1,4,2,1,1,1,1,1,65,5,N
03-37-2015-D020-2015-01044A,BURLINGTON-WESTAMPTON TWP,5,N,N,N,4,11,3,1,4,2,2,5,1,1,1,65,5,N
03-38-2015-2015-00003691,BURLINGTON-WILLINGBORO TWP,5,N,N,N,7,11,5,0,4,2,1,6,1,2,1,40,56,N
03-38-2015-2015-00017161,BURLINGTON-WILLINGBORO TWP,4,N,N,N,7,11,5,1,4,2,1,1,1,2,1,45,56,N
03-38-2015-2015-00021299,BURLINGTON-WILLINGBORO TWP,4,Y,N,N,2,5,5,1,4,2,1,1,1,3,1,40,26,N
03-39-2015-C080-2015-00376A,BURLINGTON-WOODLAND TWP,5,N,N,N,4,99,2,1,4,2,1,1,1,5,1,55,7,N
03-39-2015-C080201500815A,BURLINGTON-WOODLAND TWP,4,N,N,N,4,4,2,1,4,2,1,2,1,5,1,50,26,N
03-39-2015-C080-2015-00529A,BURLINGTON-WOODLAND TWP,5,N,N,N,4,11,7,0,4,2,1,1,1,5,1,50,6,N
04-01-2015-2015-3562,CAMDEN-AUDUBON BORO,5,Y,Y,N,2,3,2,1,4,2,1,6,1,5,1,35,26,N
04-03-2015-A310-2015-00852A,CAMDEN-BARRINGTON BORO,4,N,N,N,3,2,1,1,0,2,1,6,1,1,1,55,26,N
04-04-2015-A310201502359A,CAMDEN-BELLMAWR BORO,4,N,Y,N,4,11,2,1,4,2,1,5,1,1,1,55,6,N
04-04-2015-A310201502568A,CAMDEN-BELLMAWR BORO,4,N,N,N,7,2,2,1,4,2,1,1,2,1,1,55,26,N
04-05-2015-15-008289,CAMDEN-BERLIN BORO,5,Y,N,N,4,7,5,1,4,2,1,1,1,5,1,0,26,N
04-05-2015-2015014858,CAMDEN-BERLIN BORO,4,Y,N,N,2,3,2,1,4,2,2,6,2,5,1,45,26,N
04-06-2015-2015000362,CAMDEN-BERLIN TWP,4,Y,N,N,1,13,5,1,4,2,1,1,1,5,1,25,22,N
04-08-2015-A310-2015-00873A,CAMDEN-CAMDEN CITY,4,N,N,N,4,11,1,1,4,2,1,6,1,3,1,55,5,N
04-08-2015-1505125208,CAMDEN-CAMDEN CITY,4,N,N,N,7,11,7,1,4,2,1,7,1,4,1,25,52,N
04-08-2015-1502045612,CAMDEN-CAMDEN CITY,4,N,N,N,2,13,5,1,7,2,1,6,1,4,1,25,26,N
04-08-2015-15-68241,CAMDEN-CAMDEN CITY,4,N,Y,N,7,11,3,1,0,1,1,1,1,1,1,45,48,N
04-08-2015-1508273926,CAMDEN-CAMDEN CITY,4,N,N,N,2,1,7,1,4,2,1,6,1,1,1,25,26,N
04-08-2015-1510083987,CAMDEN-CAMDEN CITY,4,Y,Y,N,2,13,7,1,4,2,1,6,1,4,1,35,26,N
04-08-2015-15-38664,CAMDEN-CAMDEN CITY,4,N,N,N,7,2,3,1,4,2,1,1,1,2,1,5,41,N
04-08-2015-150117-2160,CAMDEN-CAMDEN CITY,5,N,N,N,4,99,7,1,4,1,1,1,1,5,1,25,11,N
04-08-2015-150610-4218,CAMDEN-CAMDEN CITY,4,Y,N,N,2,3,7,1,4,2,1,1,1,5,1,25,26,N
04-08-2015-151227-1066,CAMDEN-CAMDEN CITY,4,N,N,N,7,11,7,1,0,2,1,1,1,5,1,25,52,N
04-08-2015-15-15848,CAMDEN-CAMDEN CITY,4,N,Y,N,7,11,9,1,4,2,1,6,1,2,1,25,56,N
04-08-2015-A310-2015-00540A,CAMDEN-CAMDEN CITY,5,N,N,N,4,11,1,1,4,2,1,1,1,1,1,55,6,N
04-08-2015-150221-2698,CAMDEN-CAMDEN CITY,4,Y,N,N,2,4,5,1,4,2,3,1,3,1,1,25,26,N
04-08-2015-150515-0577,CAMDEN-CAMDEN CITY,5,N,N,N,1,13,7,1,4,1,1,6,1,5,1,25,22,N
04-08-2015-15-12-12-1438,CAMDEN-CAMDEN CITY,4,N,N,N,2,13,5,1,4,1,1,1,1,4,1,25,26,N
04-08-2015-150712-4235,CAMDEN-CAMDEN CITY,5,Y,N,N,2,3,7,1,4,2,1,1,1,5,1,25,26,Y
04-08-2015-150917-2380,CAMDEN-CAMDEN CITY,5,N,N,N,1,13,2,0,4,2,1,1,1,1,1,45,22,N
04-08-2015-150919-2570,CAMDEN-CAMDEN CITY,5,Y,N,N,7,11,7,1,4,2,1,6,1,5,1,25,59,N
04-09-2015-15-078119,CAMDEN-CHERRY HILL TWP,4,N,Y,N,2,6,7,1,4,2,1,1,1,5,1,25,28,N
04-09-2015-15-056967,CAMDEN-CHERRY HILL TWP,4,Y,N,N,1,13,2,1,4,2,1,1,1,5,1,45,22,N
04-09-2015-15-092888,CAMDEN-CHERRY HILL TWP,4,N,N,N,4,11,2,1,0,2,1,6,1,3,1,45,5,N
04-09-2015-15-010803,CAMDEN-CHERRY HILL TWP,4,N,N,N,7,11,5,1,4,2,3,6,3,,,45,56,N
04-09-2015-15-060319,CAMDEN-CHERRY HILL TWP,5,N,N,N,1,13,2,1,4,2,1,7,1,3,1,45,22,N
04-09-2015-15-080855,CAMDEN-CHERRY HILL TWP,4,N,N,N,1,13,5,1,4,2,1,7,1,5,1,40,22,N
04-09-2015-D020-2015-00069A,CAMDEN-CHERRY HILL TWP,5,N,N,N,4,11,3,1,4,2,2,2,3,1,1,65,5,N
04-09-2015-15-043015,CAMDEN-CHERRY HILL TWP,4,Y,N,N,2,4,5,1,0,1,2,1,1,5,,40,26,N
04-09-2015-15-092450,CAMDEN-CHERRY HILL TWP,4,Y,N,N,2,7,2,1,4,2,2,1,2,5,1,45,26,N
04-09-2015-A310-2015-01008A,CAMDEN-CHERRY HILL TWP,4,N,N,N,4,11,1,1,4,2,1,1,1,1,1,55,5,N
04-09-2015-15-009175,CAMDEN-CHERRY HILL TWP,4,N,N,N,1,13,2,1,4,2,1,7,1,5,1,45,22,N
04-09-2015-15-001221,CAMDEN-CHERRY HILL TWP,5,N,N,N,2,4,5,1,0,1,3,1,3,5,1,40,26,N
04-12-2015-2015-003396,CAMDEN-COLLINGSWOOD BORO,4,N,N,N,7,11,5,0,4,2,2,1,5,5,1,25,56,N
04-14-2015-2015-08463,CAMDEN-GLOUCESTER CITY,4,Y,N,N,7,2,2,1,4,2,1,1,1,4,1,45,26,N
04-14-2015-2015-06755,CAMDEN-GLOUCESTER CITY,4,Y,Y,N,2,2,5,1,4,2,1,6,1,5,1,25,26,N
04-14-2015-A310-2015-01738A,CAMDEN-GLOUCESTER CITY,4,N,N,N,4,1,1,1,4,2,1,1,1,1,1,55,26,N
04-14-2015-A310-2015-01959A,CAMDEN-GLOUCESTER CITY,4,N,Y,N,7,11,1,1,4,2,1,1,1,1,1,55,48,N
04-14-2015-A310-2015-01719A,CAMDEN-GLOUCESTER CITY,4,N,Y,N,4,11,1,1,4,2,1,1,1,1,1,55,6,N
04-15-2015-A310-2015-01005A,CAMDEN-GLOUCESTER TWP,5,N,N,N,4,11,2,1,4,2,1,1,1,1,1,55,5,N
04-15-2015-A310201502276A,CAMDEN-GLOUCESTER TWP,4,N,N,N,2,12,2,1,4,2,1,5,1,1,1,55,26,N
04-15-2015-A160-2015-00703A,CAMDEN-GLOUCESTER TWP,5,N,N,N,1,13,3,1,4,2,1,5,1,1,1,65,22,N
04-15-2015-2015-049630,CAMDEN-GLOUCESTER TWP,5,N,N,N,3,10,5,0,0,2,1,1,1,5,1,35,1,N
04-15-2015-A310201502412A,CAMDEN-GLOUCESTER TWP,5,N,N,N,3,1,2,1,4,1,1,1,1,1,1,55,26,N
04-15-2015-2015-020288,CAMDEN-GLOUCESTER TWP,5,N,N,N,7,1,5,1,4,2,1,1,1,5,1,45,26,N
04-15-2015-2015-049154,CAMDEN-GLOUCESTER TWP,5,N,N,N,4,11,5,0,4,2,1,5,1,5,1,50,5,N
04-15-2015-A310201502353A,CAMDEN-GLOUCESTER TWP,4,N,Y,N,4,2,2,1,4,2,1,1,1,1,1,55,26,N
04-20-2015-2015-00648,CAMDEN-LAUREL SPRINGS BORO,5,Y,N,N,2,7,2,1,4,2,1,6,1,5,1,40,26,N
04-21-2015-2015-01939,CAMDEN-LAWNSIDE BORO,5,Y,N,N,1,13,2,1,4,2,2,3,6,5,1,,22,N
04-22-2015-2015-008934,CAMDEN-LINDENWOLD BORO,5,Y,N,N,7,11,2,1,4,2,2,6,2,5,1,40,56,N
04-22-2015-2015-003123,CAMDEN-LINDENWOLD BORO,4,N,Y,N,4,4,2,0,4,2,1,1,1,4,1,40,7,N
04-22-2015-2015-004701,CAMDEN-LINDENWOLD BORO,4,Y,N,N,2,7,5,1,4,2,1,1,1,5,1,40,26,N
04-22-2015-2015-016407,CAMDEN-LINDENWOLD BORO,5,Y,N,N,2,3,2,1,4,2,1,7,1,5,1,40,26,N
04-23-2015-2015-001200,CAMDEN-MAGNOLIA BORO,5,Y,N,N,7,4,2,1,4,2,4,6,1,5,1,40,26,N
04-23-2015-2015-006612,CAMDEN-MAGNOLIA BORO,4,Y,N,N,7,3,5,1,4,2,1,1,1,5,1,35,26,N
04-23-2015-2015-008325,CAMDEN-MAGNOLIA BORO,4,Y,N,N,2,13,5,1,4,2,1,6,1,5,1,25,26,N
04-23-2015-2015-00612,CAMDEN-MAGNOLIA BORO,4,Y,N,N,7,3,5,1,4,2,1,1,1,5,1,35,26,N
04-25-2015-2015000763,CAMDEN-MOUNT EPHRIAM BORO,4,N,N,N,1,13,2,1,4,2,2,6,2,5,1,40,22,N
04-27-2015-15-2963129361,CAMDEN-PENNSAUKEN TWP,4,Y,Y,N,4,11,7,1,4,2,1,1,1,5,1,25,6,N
04-27-2015-150025452,CAMDEN-PENNSAUKEN TWP,4,Y,N,N,2,6,5,1,4,2,1,1,1,4,1,25,28,N
04-27-2015-15-25746,CAMDEN-PENNSAUKEN TWP,5,Y,N,N,1,13,2,1,4,2,1,6,1,1,1,40,22,N
04-27-2015-150025620,CAMDEN-PENNSAUKEN TWP,4,N,Y,N,2,1,2,1,4,2,1,6,1,5,1,,26,N
04-27-2015-#15-4681,CAMDEN-PENNSAUKEN TWP,4,N,N,N,2,8,2,1,0,1,2,1,2,1,1,45,26,N
04-27-2015-15-22704,CAMDEN-PENNSAUKEN TWP,5,N,N,N,2,4,5,1,0,2,1,6,1,5,1,25,26,N
04-27-2015-2015-41765,CAMDEN-PENNSAUKEN TWP,4,Y,N,N,2,3,2,1,4,1,1,1,1,1,1,50,26,N
04-27-2015-150023227,CAMDEN-PENNSAUKEN TWP,4,Y,N,N,7,1,2,1,4,2,1,1,5,1,1,40,48,N
04-28-2015-2015000829,CAMDEN-PINE HILL BORO,4,N,N,N,4,11,5,1,4,2,1,1,1,5,1,45,5,N
04-30-2015-A310-2015-01990A,CAMDEN-RUNNEMEDE BORO,4,N,Y,N,7,4,2,1,4,2,1,1,1,1,1,55,46,N
04-32-2015-2015-00971,CAMDEN-STRATFORD BORO,4,Y,N,N,2,1,2,1,4,2,1,1,1,5,1,40,26,N
04-34-2015-15-171-AC,CAMDEN-VOORHEES TWP,4,N,N,N,4,11,5,0,4,2,4,1,6,5,1,45,5,N
04-34-2015-15-749-AC,CAMDEN-VOORHEES TWP,4,Y,N,N,2,7,5,1,4,2,1,1,1,5,1,40,26,N
04-34-2015-15-123-AC,CAMDEN-VOORHEES TWP,4,Y,N,N,2,1,5,1,4,2,1,1,5,5,1,45,26,N
04-34-2015-15-1213-AC,CAMDEN-VOORHEES TWP,5,N,Y,N,7,11,5,1,4,2,1,6,1,5,1,40,56,N
04-34-2015-15-22-AC,CAMDEN-VOORHEES TWP,5,Y,N,N,7,11,5,1,4,2,1,1,1,5,1,40,50,N
04-34-2015-15-277-AC,CAMDEN-VOORHEES TWP,5,N,N,N,7,3,5,1,4,2,2,3,2,5,1,40,26,N
04-34-2015-15-1001-AC,CAMDEN-VOORHEES TWP,4,Y,N,N,2,3,5,1,4,2,1,1,1,5,,40,26,N
04-34-2015-15-133-AC,CAMDEN-VOORHEES TWP,4,N,N,N,2,1,5,1,0,2,1,1,1,5,1,45,26,N
04-35-2015-150011153,CAMDEN-WATERFORD TWP,4,N,N,N,4,11,5,1,7,2,1,1,1,5,1,50,5,N
04-35-2015-150010451,CAMDEN-WATERFORD TWP,4,N,N,N,7,10,2,1,4,2,1,1,1,5,1,,56,N
04-35-2015-150012621,CAMDEN-WATERFORD TWP,5,N,N,N,4,99,5,1,4,2,2,1,1,5,1,50,7,N
04-35-2015-150010669,CAMDEN-WATERFORD TWP,5,Y,N,N,4,3,2,0,4,2,2,1,2,5,1,50,26,N
04-36-2015-150033550,CAMDEN-WINSLOW TWP,5,N,N,N,2,10,5,1,4,2,1,1,1,5,1,45,26,N
04-36-2015-150033066,CAMDEN-WINSLOW TWP,4,N,N,N,2,4,5,1,4,2,1,1,1,5,1,50,26,N
04-36-2015-150034689,CAMDEN-WINSLOW TWP,4,Y,N,N,4,3,5,1,4,2,1,1,1,5,1,50,26,N
04-36-2015-A160-2015-00694A,CAMDEN-WINSLOW TWP,4,N,N,N,4,11,3,1,4,2,1,5,1,1,1,65,5,N
04-36-2015-150024743,CAMDEN-WINSLOW TWP,5,N,N,N,2,2,2,1,4,2,1,1,1,3,1,55,26,N
04-36-2015-150013586,CAMDEN-WINSLOW TWP,4,N,Y,N,2,14,5,1,4,2,1,1,1,5,1,45,26,N
04-36-2015-150009122,CAMDEN-WINSLOW TWP,4,N,Y,N,2,14,5,1,4,2,1,1,1,5,1,50,26,N
04-36-2015-150017715,CAMDEN-WINSLOW TWP,4,Y,N,N,4,3,5,1,4,1,1,1,1,5,1,45,26,N
04-36-2015-150046572,CAMDEN-WINSLOW TWP,5,N,N,N,7,2,5,1,4,2,1,1,5,5,1,50,26,N
04-36-2015-150009070,CAMDEN-WINSLOW TWP,5,N,N,N,2,1,2,0,0,2,2,4,4,3,1,55,26,N
