crashid,location,severity_rating5,intersection,alcohol_involved,hazmat_involved,hs_collision_type,crash_type,road_sys_code,road_horiz_align_code,road_grade_code,road_surf_code,surf_cond_code,light_cond_code,environ_cond_code,road_median_code,temp_traffic_zone,posted_speed,first_harmful_event,flg_cell_in_use
01-11-2015-2015-00038095,ATLANTIC-GALLOWAY TWP,5,N,N,N,2,1,2,1,4,2,1,1,1,5,1,50,26,N
01-11-2015-2015-00029367,ATLANTIC-GALLOWAY TWP,5,Y,N,N,1,13,2,1,4,2,1,2,1,1,1,45,22,N
01-11-2015-2015-00039157,ATLANTIC-GALLOWAY TWP,4,Y,N,N,2,3,5,0,0,2,1,1,1,5,1,50,26,N
01-11-2015-2015-00018611,ATLANTIC-GALLOWAY TWP,4,Y,N,N,1,13,7,1,4,2,1,1,1,5,1,35,22,N
01-11-2015-2015-00030667,ATLANTIC-GALLOWAY TWP,4,Y,N,N,4,3,2,1,4,2,2,1,2,5,1,50,26,N
01-11-2015-2015-00014734,ATLANTIC-GALLOWAY TWP,4,N,N,N,4,99,5,1,4,2,1,1,1,5,1,50,7,N
01-11-2015-2015-00004627,ATLANTIC-GALLOWAY TWP,5,N,Y,N,1,13,5,1,4,2,1,6,1,5,1,50,22,N
01-11-2015-2015-00030870,ATLANTIC-GALLOWAY TWP,5,N,N,N,2,1,5,1,4,2,1,5,1,5,1,45,26,N
01-11-2015-2015-00001195,ATLANTIC-GALLOWAY TWP,5,N,Y,N,1,13,2,1,4,2,1,7,1,1,1,45,22,N
01-11-2015-2015-00035223,ATLANTIC-GALLOWAY TWP,4,N,N,N,4,4,5,0,4,2,1,1,1,5,1,40,7,N
01-12-2015-2015034022,ATLANTIC-HAMILTON TWP,5,Y,N,N,2,7,7,1,4,2,1,1,1,4,1,35,26,N
01-12-2015-2015028003,ATLANTIC-HAMILTON TWP,4,N,N,N,3,10,6,1,7,5,7,1,1,5,1,,1,N
01-12-2015-A160-2015-00304A,ATLANTIC-HAMILTON TWP,4,N,N,N,4,1,3,1,4,2,1,1,1,3,1,65,26,N
01-12-2015-2015025188,ATLANTIC-HAMILTON TWP,4,N,N,N,7,11,2,1,4,2,1,6,1,5,1,35,52,N
01-12-2015-2015016226,ATLANTIC-HAMILTON TWP,4,Y,N,N,2,3,7,1,4,2,1,1,1,5,1,50,26,N
01-12-2015-2015022492,ATLANTIC-HAMILTON TWP,4,N,N,N,2,1,2,1,4,2,1,6,1,4,1,55,26,N
01-12-2015-2015037780,ATLANTIC-HAMILTON TWP,4,Y,N,N,2,7,2,1,4,2,1,7,1,4,1,35,26,N
01-12-2015-A160-2015-00289A,ATLANTIC-HAMILTON TWP,4,N,N,N,4,11,3,1,4,2,1,1,1,3,1,65,6,N
01-12-2015-2015041112,ATLANTIC-HAMILTON TWP,4,N,Y,N,7,1,2,1,4,2,1,1,1,1,1,55,26,N
01-12-2015-A160-2015-00770A,ATLANTIC-HAMILTON TWP,5,N,N,N,4,11,3,1,4,2,1,5,1,3,1,65,5,N
01-12-2015-2015020681,ATLANTIC-HAMILTON TWP,4,N,N,N,4,3,2,1,4,2,1,1,1,4,1,55,26,N
01-12-2015-A160-2015-00665A,ATLANTIC-HAMILTON TWP,5,N,N,N,4,2,3,1,4,2,1,1,1,3,1,65,26,N
01-12-2015-2015014347,ATLANTIC-HAMILTON TWP,4,N,N,N,4,99,5,1,4,2,1,1,1,5,1,50,5,N
01-12-2015-A160-2015-00205A,ATLANTIC-HAMILTON TWP,5,N,N,N,2,6,3,1,4,2,5,1,3,3,1,65,28,N
01-12-2015-A160-2015-00783A,ATLANTIC-HAMILTON TWP,5,N,N,N,7,11,3,1,4,2,1,1,1,1,1,65,49,N
01-13-2015-I-2015-18388,ATLANTIC-HAMMONTON TOWN,4,Y,N,N,4,3,5,1,4,2,2,1,5,5,1,45,26,N
01-13-2015-I-2015-07805,ATLANTIC-HAMMONTON TOWN,4,Y,N,N,4,11,2,1,4,2,1,1,1,5,1,25,5,N
01-13-2015-A160-2015-00829A,ATLANTIC-HAMMONTON TOWN,5,N,N,N,4,11,3,1,4,2,1,5,5,3,1,65,6,N
01-17-2015-I-2015-001864,ATLANTIC-MULLICA TWP,4,Y,N,N,4,99,8,0,4,2,3,5,3,5,1,15,19,N
01-17-2015-I-2015-008833,ATLANTIC-MULLICA TWP,5,Y,N,N,2,2,5,1,4,2,1,1,1,5,1,45,26,N
01-19-2015-I-2015-042028,ATLANTIC-PLEASANTVILLE CITY,5,N,N,N,1,13,7,1,4,2,2,6,2,5,1,25,22,N
01-19-2015-I-2015-028610,ATLANTIC-PLEASANTVILLE CITY,5,N,Y,N,5,14,2,1,0,2,1,5,1,2,1,40,21,N
01-19-2015-I-2015-035806,ATLANTIC-PLEASANTVILLE CITY,4,N,N,N,1,13,2,1,4,2,1,7,1,2,1,40,22,N
01-20-2015-E030-2015-01433A,ATLANTIC-PORT REPUBLIC CITY,4,N,N,N,4,11,3,0,4,2,1,5,1,1,2,45,5,N
01-20-2015-E030-2015-00010A,ATLANTIC-PORT REPUBLIC CITY,4,N,Y,N,4,11,3,1,4,2,1,1,1,3,2,45,5,N
01-22-2015-I-2015-08114,ATLANTIC-VENTNOR CITY,4,Y,N,N,7,3,7,1,4,2,1,1,1,5,1,25,26,N
01-22-2015-I-2015-11394,ATLANTIC-VENTNOR CITY,4,N,N,N,2,6,7,1,4,2,1,1,1,5,1,25,28,N
02-03-2015-15-29337,BERGEN-BERGENFIELD BORO,4,Y,N,N,1,13,5,1,0,2,1,1,1,5,1,35,22,N
02-03-2015-15-40538,BERGEN-BERGENFIELD BORO,5,N,N,N,1,13,7,1,4,2,2,6,2,5,1,25,26,N
02-03-2015-15-01745,BERGEN-BERGENFIELD BORO,4,N,N,N,1,13,7,1,4,2,1,5,1,5,1,25,22,N
02-05-2015-15-00414,BERGEN-CARLSTADT BORO,4,N,N,N,4,11,7,1,0,2,2,6,1,5,1,25,6,N
02-05-2015-15-08867,BERGEN-CARLSTADT BORO,4,N,N,N,7,2,2,1,4,2,1,1,1,1,1,50,26,N
02-06-2015-I-2015-012239,BERGEN-CLIFFSIDE PARK BORO,4,Y,Y,N,7,11,5,0,7,2,1,6,1,4,1,25,56,N
02-06-2015-I-2015-000220,BERGEN-CLIFFSIDE PARK BORO,4,Y,Y,N,7,11,5,0,4,2,1,2,1,4,1,25,52,N
02-06-2015-I-2015-005305,BERGEN-CLIFFSIDE PARK BORO,4,N,N,N,2,6,5,1,4,2,1,1,1,5,1,25,28,N
02-07-2015-2015-009844,BERGEN-CLOSTER BORO,4,Y,Y,N,5,14,5,0,0,2,1,1,1,5,1,35,21,N
02-07-2015-2015-008888,BERGEN-CLOSTER BORO,4,N,Y,N,4,11,7,0,4,2,1,6,1,5,1,25,5,N
02-08-2015-15-09736,BERGEN-CRESSKILL BORO,5,Y,N,N,5,3,7,1,0,2,1,1,1,4,1,25,21,N
02-12-2015-ER-15-04277,BERGEN-EAST RUTHERFORD BORO,5,N,N,N,2,6,2,1,0,2,1,6,1,1,1,55,28,N
02-13-2015-2015-002289,BERGEN-EDGEWATER BORO,4,N,N,N,7,11,5,0,4,2,1,6,1,4,1,35,59,N
02-13-2015-2015-004152,BERGEN-EDGEWATER BORO,5,N,N,N,1,13,5,1,4,2,1,7,1,4,1,35,22,N
02-13-2015-2015-003844,BERGEN-EDGEWATER BORO,4,Y,Y,N,2,1,5,1,4,2,1,1,1,4,1,35,26,N
02-11-2015-I-2015-027362,BERGEN-ELMWOOD PARK BORO,5,N,N,N,1,13,5,1,4,2,1,1,1,4,1,40,22,N
02-11-2015-I-2015-039763,BERGEN-ELMWOOD PARK BORO,4,N,N,N,2,6,7,1,4,2,1,1,1,5,1,25,28,N
02-11-2015-B060-2015-02238A,BERGEN-ELMWOOD PARK BORO,4,N,N,N,7,13,1,1,4,2,1,1,1,1,3,55,48,N
02-11-2015-I-2015-035917,BERGEN-ELMWOOD PARK BORO,5,N,Y,N,7,11,9,1,4,2,1,1,1,2,1,10,56,N
02-11-2015-B060-2015-00835A,BERGEN-ELMWOOD PARK BORO,4,N,N,N,7,11,1,1,0,1,2,6,2,1,1,55,46,N
02-14-2015-15-10243,BERGEN-EMERSON BORO,5,N,N,N,3,10,7,1,4,2,1,6,1,5,1,25,1,N
02-15-2015-I-2015-036263,BERGEN-ENGLEWOOD CITY,4,Y,N,N,1,13,5,1,4,2,1,1,1,5,1,30,22,N
02-16-2015-PI-15-029918,BERGEN-ENGLEWOOD CLIFFS BORO,5,N,N,N,4,11,3,0,0,2,1,5,1,3,1,50,5,N
02-16-2015-I-2015-020172,BERGEN-ENGLEWOOD CLIFFS BORO,4,N,N,N,2,1,2,1,4,2,1,6,1,4,1,35,26,N
02-17-2015-15-11406,BERGEN-FAIR LAWN BORO,5,N,N,N,5,14,7,1,4,2,1,1,1,5,1,35,21,N
02-17-2015-15-10356,BERGEN-FAIR LAWN BORO,4,Y,N,N,4,4,5,1,4,2,1,6,1,5,1,35,26,N
02-17-2015-15-12423,BERGEN-FAIR LAWN BORO,5,Y,N,N,2,7,5,1,4,2,1,1,1,5,1,35,26,N
02-17-2015-15-18583,BERGEN-FAIR LAWN BORO,4,N,N,N,7,11,5,0,7,2,2,6,4,5,1,35,56,N
02-18-2015-15-14706-AC,BERGEN-FAIRVIEW BORO,4,N,N,N,2,6,5,1,4,2,1,6,1,5,1,20,26,N
02-18-2015-15-4190-AC,BERGEN-FAIRVIEW BORO,4,N,N,N,2,13,5,1,4,2,1,1,1,4,1,25,26,N
02-19-2015-I-2015-030307,BERGEN-FORT LEE BORO,4,N,N,N,5,4,5,0,7,2,1,1,1,4,1,35,21,N
02-19-2015-I-2015-037873,BERGEN-FORT LEE BORO,4,N,Y,N,2,1,2,1,4,2,1,1,1,1,1,45,26,N
02-19-2015-I-2015-028685,BERGEN-FORT LEE BORO,5,Y,N,N,1,13,7,1,4,2,1,1,1,5,1,25,22,N
02-20-2015-15-345,BERGEN-FRANKLIN LAKES BORO,5,N,N,N,1,13,7,1,4,2,3,1,1,5,1,25,22,N
02-20-2015-15-1834,BERGEN-FRANKLIN LAKES BORO,4,N,Y,N,7,11,2,1,4,1,2,6,1,1,1,55,60,N
02-20-2015-15-16065,BERGEN-FRANKLIN LAKES BORO,4,N,Y,N,4,11,5,0,4,2,1,1,1,5,1,40,5,N
02-20-2015-15-8635,BERGEN-FRANKLIN LAKES BORO,4,N,N,N,4,4,5,1,4,2,1,1,1,5,1,35,26,N
02-21-2015-I-2015-029821,BERGEN-GARFIELD CITY,4,N,N,N,2,4,7,1,4,2,1,1,1,5,1,25,26,N
02-21-2015-I-2015-027121,BERGEN-GARFIELD CITY,4,Y,N,N,2,3,7,1,7,2,1,6,1,5,1,25,26,N
02-21-2015-I-2015-032804,BERGEN-GARFIELD CITY,4,Y,N,N,2,13,5,1,4,2,1,3,1,5,1,35,26,N
02-21-2015-I-2015-032607,BERGEN-GARFIELD CITY,4,Y,N,N,2,3,5,1,4,2,1,6,1,5,1,35,26,N
02-22-2015-I-2015-014639,BERGEN-GLEN ROCK BORO,4,Y,Y,N,7,99,5,0,0,2,1,1,1,5,1,25,56,N
02-23-2015-15-016810,BERGEN-HACKENSACK CITY,5,Y,N,N,1,13,7,1,4,2,1,1,1,0,1,25,22,N
02-23-2015-15-029192,BERGEN-HACKENSACK CITY,5,N,N,N,4,99,5,0,4,2,1,1,1,4,1,35,7,N
02-23-2015-15-072937,BERGEN-HACKENSACK CITY,4,N,N,N,2,2,5,1,4,2,2,6,2,2,1,40,26,N
02-23-2015-15-041402,BERGEN-HACKENSACK CITY,4,Y,N,N,2,3,7,1,4,2,1,1,1,4,1,35,26,N
02-23-2015-B060-2015-00797A,BERGEN-HACKENSACK CITY,4,N,N,N,2,6,1,0,4,2,2,1,1,1,1,55,28,N
02-23-2015-15-077179,BERGEN-HACKENSACK CITY,4,Y,N,N,2,6,7,1,4,2,1,1,1,5,0,25,26,N
02-24-2015-24-15-01389,BERGEN-HARRINGTON PARK BORO,4,N,N,N,2,6,5,1,4,2,1,1,1,4,1,45,28,N
02-24-2015-24-15-02296,BERGEN-HARRINGTON PARK BORO,4,Y,N,N,2,4,5,1,4,2,1,1,1,4,1,45,26,N
02-25-2015-I-2015-14666,BERGEN-HASBROUCK HEIGHTS BORO,4,N,N,N,7,11,5,1,4,2,1,1,1,4,1,25,56,N
02-27-2015-2015-010779,BERGEN-HILLSDALE BORO,4,N,N,N,1,13,5,0,4,2,1,1,1,5,1,25,22,N
02-27-2015-2015-005064,BERGEN-HILLSDALE BORO,4,Y,N,N,7,3,7,1,4,2,,1,1,5,1,25,26,N
02-27-2015-2015-008407,BERGEN-HILLSDALE BORO,4,N,Y,N,2,3,5,1,4,2,1,1,1,5,1,35,26,N
02-27-2015-2015-001225,BERGEN-HILLSDALE BORO,4,N,N,N,2,6,5,1,4,2,1,1,1,5,1,35,28,N
02-31-2015-2015-022051,BERGEN-LODI BORO,4,N,Y,N,2,6,7,1,4,2,1,6,1,5,1,25,26,N
02-31-2015-2015-014148,BERGEN-LODI BORO,5,Y,N,N,2,3,5,1,0,2,1,6,1,4,1,25,26,N
02-31-2015-2015-024630,BERGEN-LODI BORO,5,N,N,N,1,13,7,1,4,,1,1,1,5,1,25,22,N
02-31-2015-BC-15-026019,BERGEN-LODI BORO,5,Y,N,N,1,13,2,1,0,2,1,6,1,1,1,50,22,N
02-33-2015-15-16370,BERGEN-MAHWAH TWP,4,N,Y,N,1,13,2,1,7,2,1,6,1,1,1,55,22,N
02-33-2015-15-17681,BERGEN-MAHWAH TWP,4,N,N,N,2,99,2,1,4,2,1,1,1,5,1,55,26,N
02-33-2015-15-18324,BERGEN-MAHWAH TWP,4,N,N,N,7,11,5,0,4,2,2,1,5,5,1,40,52,N
02-33-2015-15-00675,BERGEN-MAHWAH TWP,4,Y,N,N,7,11,2,1,4,2,1,1,1,1,1,55,48,N
02-33-2015-B060-2015-00664A,BERGEN-MAHWAH TWP,5,N,N,N,2,6,1,0,0,1,1,1,1,1,1,65,26,N
02-33-2015-15-19349,BERGEN-MAHWAH TWP,4,N,Y,N,7,11,4,0,4,5,2,5,1,5,1,,69,N
02-33-2015-15-06529,BERGEN-MAHWAH TWP,4,Y,N,N,1,13,5,1,4,2,1,1,1,5,1,30,22,N
02-33-2015-15-11953,BERGEN-MAHWAH TWP,5,N,N,N,4,10,7,0,0,2,1,1,1,5,1,25,6,N
02-33-2015-15-11692,BERGEN-MAHWAH TWP,4,Y,Y,N,4,1,2,1,4,2,1,6,1,1,1,55,26,N
02-33-2015-B060-2015-01736A,BERGEN-MAHWAH TWP,5,N,N,N,4,11,1,0,0,2,1,1,1,1,1,55,5,N
02-34-2015-I-2015-010387,BERGEN-MAYWOOD BORO,4,N,N,N,2,6,5,1,4,2,1,1,5,5,1,35,28,N
02-34-2015-2015-008672,BERGEN-MAYWOOD BORO,4,N,N,N,1,13,5,1,4,2,1,6,1,5,1,35,22,N
02-34-2015-2015-004973,BERGEN-MAYWOOD BORO,4,Y,N,N,1,13,5,1,4,2,1,1,1,5,1,35,22,N
02-37-2015-M-15-83,BERGEN-MOONACHIE BORO,4,N,N,N,3,10,5,0,4,2,1,6,1,5,1,40,1,N
02-38-2015-2015-007133,BERGEN-NEW MILFORD BORO,4,Y,N,N,2,4,7,1,4,2,1,1,1,5,1,25,26,N
02-39-2015-15-7107,BERGEN-NORTH ARLINGTON BORO,4,N,N,N,2,1,2,1,4,2,1,1,1,5,1,25,26,N
02-39-2015-15-6410,BERGEN-NORTH ARLINGTON BORO,4,Y,N,N,2,1,2,1,4,2,1,1,1,5,1,30,26,N
02-39-2015-15-1689,BERGEN-NORTH ARLINGTON BORO,4,N,N,N,7,11,2,1,4,2,1,1,1,5,1,35,69,N
02-41-2015-41-15-007888,BERGEN-NORWOOD BORO,4,Y,N,N,4,11,5,0,4,2,1,5,1,5,,25,5,N
02-42-2015-15-04494,BERGEN-OAKLAND BORO,4,N,N,N,4,11,5,0,4,2,1,7,1,5,1,35,5,N
02-42-2015-B060-2015-00168A,BERGEN-OAKLAND BORO,4,N,N,N,7,11,1,1,0,1,4,1,6,1,1,65,48,N
02-43-2015-15-MV-39,BERGEN-OLD TAPPAN BORO,4,N,N,N,4,11,5,1,4,2,1,1,1,5,1,35,6,N
02-44-2015-44-15-07388,BERGEN-ORADELL BORO,4,Y,N,N,7,3,5,1,4,2,1,3,1,4,1,25,26,N
02-44-2015-44-15-02105,BERGEN-ORADELL BORO,4,Y,N,N,2,7,5,1,7,2,1,1,1,,,40,26,N
02-45-2015-I-2015-015331,BERGEN-PALISADES PARK BORO,4,Y,N,N,4,1,2,0,0,2,1,1,1,5,1,40,26,N
02-45-2015-I-2015-014460,BERGEN-PALISADES PARK BORO,4,Y,N,N,2,3,7,1,7,2,1,1,1,5,1,25,26,N
02-45-2015-I-2015-004503,BERGEN-PALISADES PARK BORO,4,N,N,N,3,10,2,1,4,2,2,1,2,5,1,40,1,N
02-45-2015-I-2015-014444,BERGEN-PALISADES PARK BORO,5,Y,N,N,1,13,5,1,0,2,1,6,1,5,1,35,22,N
02-46-2015-I-2015-027056,BERGEN-PARAMUS BORO,5,N,N,N,1,13,2,1,4,2,1,6,1,1,1,50,22,N
02-46-2015-E040-2015-03923A,BERGEN-PARAMUS BORO,5,N,N,N,7,11,3,1,4,2,1,1,1,3,1,65,56,N
02-46-2015-I-2015-023691,BERGEN-PARAMUS BORO,4,N,N,N,2,3,5,1,4,2,1,1,1,5,1,35,26,N
02-46-2015-I-2015-055349,BERGEN-PARAMUS BORO,4,N,N,N,2,3,2,1,4,2,1,1,1,1,1,50,26,N
02-46-2015-I-2015-043270,BERGEN-PARAMUS BORO,4,N,N,N,4,11,2,1,4,2,1,6,1,1,1,50,5,N
02-46-2015-I-2015-040855,BERGEN-PARAMUS BORO,4,N,N,N,2,1,2,1,4,2,2,1,2,1,1,50,26,N
02-46-2015-I-2015-010324,BERGEN-PARAMUS BORO,5,N,Y,N,5,14,7,1,4,2,1,4,1,5,1,35,21,N
02-46-2015-I-2015-046419,BERGEN-PARAMUS BORO,4,Y,N,N,2,7,5,1,4,2,1,1,1,4,1,35,26,N
02-46-2015-I-2015-045088,BERGEN-PARAMUS BORO,5,N,N,N,1,13,9,1,4,2,1,1,1,2,1,,22,N
02-46-2015-I-2015-000540,BERGEN-PARAMUS BORO,4,Y,N,N,2,3,5,1,4,2,1,6,1,4,1,35,26,N
02-48-2015-15-09874,BERGEN-RAMSEY BORO,4,N,N,N,7,11,2,1,0,2,1,6,1,1,1,55,48,N
02-49-2015-D030-2015-01868A,BERGEN-RIDGEFIELD BORO,5,N,N,N,7,11,3,1,0,2,1,7,1,1,1,55,56,N
02-49-2015-D020-2015-01868A,BERGEN-RIDGEFIELD BORO,5,N,N,N,7,11,3,1,0,2,1,7,1,1,1,55,56,N
02-50-2015-D030-2015-03580A,BERGEN-RIDGEFIELD PARK VILLAGE,4,N,N,N,7,2,3,1,4,2,1,1,1,1,1,55,26,N
02-51-2015-I-2015-019523,BERGEN-RIDGEWOOD VILLAGE,4,N,N,N,7,13,5,1,4,2,1,7,1,5,1,25,56,N
02-52-2015-BC-15-033116,BERGEN-RIVER EDGE BORO,4,N,N,N,2,13,9,0,4,2,1,1,1,5,1,10,26,N
02-52-2015-15-3632,BERGEN-RIVER EDGE BORO,4,Y,N,N,2,4,7,1,4,2,1,1,1,5,1,25,26,N
02-56-2015-15-11145,BERGEN-RUTHERFORD BORO,4,N,Y,N,7,11,2,0,4,2,1,1,1,3,1,55,56,N
02-56-2015-15-13622,BERGEN-RUTHERFORD BORO,5,N,N,N,7,11,2,1,4,2,1,1,1,1,1,55,42,N
02-56-2015-15-07861,BERGEN-RUTHERFORD BORO,4,Y,N,N,1,13,2,1,4,2,2,6,2,1,1,50,22,N
02-57-2015-15-07022,BERGEN-SADDLE BROOK TWP,4,N,N,N,2,6,7,1,4,2,1,6,1,5,,25,28,N
02-57-2015-15-02801,BERGEN-SADDLE BROOK TWP,4,N,N,N,7,11,7,1,4,2,1,1,1,5,1,25,56,N
02-57-2015-15-03111,BERGEN-SADDLE BROOK TWP,4,N,N,N,2,5,5,0,4,2,1,1,1,4,2,25,26,N
02-57-2015-15-08234,BERGEN-SADDLE BROOK TWP,4,Y,Y,N,2,4,5,1,0,2,1,1,1,5,1,30,26,N
02-59-2015-2015-002661,BERGEN-SOUTH HACKENSACK TWP,4,Y,N,N,2,5,7,1,4,2,2,1,3,4,1,,26,N
02-60-2015-PD-15-053347,BERGEN-TEANECK TWP,5,N,N,N,1,13,5,1,4,2,2,6,1,5,1,25,22,N
02-60-2015-PD-15-008070,BERGEN-TEANECK TWP,5,Y,N,N,1,13,5,1,4,2,1,1,1,5,,35,22,N
02-60-2015-PD-15-048397,BERGEN-TEANECK TWP,4,Y,N,N,1,13,7,1,4,2,1,1,1,5,1,25,22,N
02-60-2015-PD-15-047717,BERGEN-TEANECK TWP,4,N,N,N,2,1,5,1,4,2,2,1,2,5,1,35,26,N
02-60-2015-PD-15-042085,BERGEN-TEANECK TWP,5,Y,N,N,5,14,7,1,0,2,2,6,2,5,1,35,21,N
02-61-2015-A2015-395,BERGEN-TENAFLY BORO,4,N,N,N,1,13,5,1,4,2,1,6,5,5,1,35,22,N
02-61-2015-A2015-438,BERGEN-TENAFLY BORO,4,N,N,N,1,13,5,0,4,2,2,6,5,5,1,35,22,N
02-65-2015-WG-15-03391,BERGEN-WALLINGTON BORO,4,N,Y,N,7,11,5,1,4,2,1,6,1,5,1,25,69,N
02-66-2015-2015-003367/99-15,BERGEN-WASHINGTON TWP,5,N,N,N,7,11,5,0,0,2,1,1,1,5,1,35,56,N
02-68-2015-E040-2015-01108A,BERGEN-WOODCLIFF LAKE BORO,4,N,N,N,2,1,3,1,4,2,1,4,1,1,1,65,26,N
02-70-2015-15-3293,BERGEN-WYCKOFF TWP,5,N,N,N,7,11,7,1,0,2,1,3,1,5,1,25,56,N
02-70-2015-15-7611,BERGEN-WYCKOFF TWP,4,N,N,N,2,1,2,1,4,2,1,1,1,1,1,55,26,Y
03-01-2015-C120201500084A,BURLINGTON-BASS RIVER TWP,5,N,N,N,4,4,9,0,4,5,7,1,1,5,1,25,26,N
